AmountSaved,Úspora
ScotApp_36,Vráceno:
ScotApp_26,26unused
ScotApp_16,%s bude naúčtováno na vaši kartu.
ScotApp_719,719unused
ScotApp_619,Zvolte <Zadat toleranci> nebo <Výchozí> nebo upravte aktuální toleranci.
ScotApp_519,Kupón má příliš vysokou hodnotu
ScotApp_419,419unused
ScotApp_319,Platba kartou
ScotApp_219,219unused
ScotApp_119,Zrušit všechno zboží
ScotApp_96,96unused
ScotApp_86,86unused
ScotApp_1755,Vyberte ze seznamu
ScotApp_1038,Ověřit podpis
ScotApp_919,"Zkontrolujte hmotnost zboží a stiskněte tlačítko ""Schválit a aktualizovat hmotnost"" nebo stiskněte ""Schválit bez aktualizace""."
ScotApp_1489,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1745,Čtečka otisků prstů je odpojena.\n\nOpakujte akci.
ScotApp_1860,Please select from picklist assisted items or look-up item alphabetically.
ScotApp_1268,DEFINOVÁNO UŽIVATELEM 10
ScotApp_1008,1008unused
ScotApp_786,Pozastaveno u pokladny
ScotApp_686,Včera
ScotApp_586,Kupóny: %0.0ld/Kč%0.2lf
ScotApp_486,Nahoru
ScotApp_386,Kazeta odebrána
ScotApp_286,Čtečka: Neplatná předpona 2 kódu visačky
ScotApp_186,186unused
ScotApp_1488,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_986,986unused
ScotApp_886,Zboží odebráno z taškové zóny. Vraťte zboží zpět.
ScotApp_1393,"Restartujte program NCR SelfServ Checkout. Pokud chyba trvá, kontaktujte podpůrnou službu."
ScotApp_1867,Záběr kamery je blokován
ScotApp_68,68unused
ScotApp_38,38unused
ScotApp_28,Zrušit nákup
ScotApp_1024,1024unused
ScotApp_760,Protáhněte kartu zařízením vedle tohoto monitoru.
ScotApp_660,Stav peněz všude normální
ScotApp_460,Tím bude nákup dokončen.
ScotApp_360,Zavřít pokladnu
ScotApp_260,260unused
ScotApp_1392,Chyba majáčku
ScotApp_960,\nPřekročena maximální hmotnost.\n\nOdeberte zboží z váhy tašek.
ScotApp_860,Nutné vážení/měření:
ScotApp_1866,Populárnější
ScotApp_1459,Obrat hotovosti - sestava
ScotApp_1239,NENÍ
ScotApp_1301,Upravit seznam
ScotApp_1749,Zpracování otisku prstů
ScotApp_1017,Odstraňte nahromaděné zboží na pásu.
ScotApp_1771,Limit hodnoty kupónu
ScotApp_739,739unused
ScotApp_639,Oček.zátěž    Porovnání hm.
ScotApp_539,539unused
ScotApp_439,439unused
ScotApp_339,339unused
ScotApp_239,Neočekávaný stav aplikace Device Manager
ScotApp_1092,Obsah sestavy
ScotApp_1851,Neschvalovat 
ScotApp_1238,JINÉ PLACENÍ
ScotApp_939,Limit vypršel
ScotApp_839,Zrušit akci
ScotApp_1333,Backspace
ScotApp_24,Stornováno
ScotApp_1016,Nahromaděné zboží na pásu
ScotApp_1615,"Stiskem tlačítka ""Vybrat vydavač"" vyberte peníze."
ScotApp_1723,Cvičná tran.
ScotApp_1028,Limit kupónů byl překročen
ScotApp_1435,Chyba vydavače mincí/bankovek
ScotApp_1698,"Stiskněte tlačítko ""Problém napraven""."
ScotApp_1688,Chyba kazety
ScotApp_454,454unused
ScotApp_1593,Odebrat mince
ScotApp_1642,Chyba recyklátoru bankovek
ScotApp_1015,Nahromaděné zboží
ScotApp_785,785unused
ScotApp_685,Po hodinách
ScotApp_585,585unused
ScotApp_536,Přijímač mincí
ScotApp_385,385unused
ScotApp_285,Čtečka: Neplatná přípona kódu visačky
ScotApp_185,Porovnejte podpis zákazníka s podpisem na kartě.
ScotApp_1224,CHYBÍ CENA
ScotApp_985,Položte zboží na pás.
ScotApp_885,Upozornění - tašky
ScotApp_575,Ukončete platbu v hotovosti. K úhradě.
ScotApp_475,Pozastavení transakce
ScotApp_375,Časový limit tiskárny vypršel
ScotApp_1002,Neprodejné
ScotApp_1888,Zkontrolujte bezpečnost transakce zákazníka a stiskněte „Smazat alarm“.
ScotApp_910,910unused
ScotApp_1592,"Odstraňte mince ze zaseknutého kontejneru. Nakloňte kontejner. Otáčejte šroubem doprava, dokud minci nebude možné odstranit. Nepoužívejte násilí."
ScotApp_875,Kód hlavního pokladníka ke zrušení nákupu
ScotApp_1014,Odstraňte nahromaděné zboží z pásu.
ScotApp_1572,Opravdu chcete ignorovat změny na obrazovce Obrat mincí?
ScotApp_1790,Pouze kredit / debet
ScotApp_1344,Security Manager načten.
ScotApp_798,798unused
ScotApp_698,698unused
ScotApp_598,Formulář %d se nepodařilo uložit!
ScotApp_498,Zaplaceno:
ScotApp_398,Kazeta vložena
ScotApp_298,298unused
ScotApp_198,Načítání aplikace User Exits...
ScotApp_998,Množství
ScotApp_898,Aplikace WTINFO je ukončována...
ScotApp_1416,Kontrola vícedílného balení
ScotApp_1431,Stornovat vše
ScotApp_1236,Zpracování sestavy...
ScotApp_1770,Vyberte z výsledků hledání.
ScotApp_1000,Nebylo nalezeno
ScotApp_1439,Limit pro tašky/krabice překročen
ScotApp_1217,STORNO
ScotApp_759,Protáhněte kartu platebním terminálem.
ScotApp_659,Stav peněz:
ScotApp_559,Kupóny ne
ScotApp_459,U nákupu zůstane stále částka k úhradě.
ScotApp_359,Funkce systému
ScotApp_259,Device Manager je ukončován...
ScotApp_1007,Žádost o pomoc
ScotApp_1438,Limit pro nové zboží byl překročen
ScotApp_959,Databáze s učením hmotností
ScotApp_859,Ne
ScotApp_1216,ZABEZPEČENÍ
ScotApp_1373,ODEBRAT DÁRKOVOU KARTU
ScotApp_1005,Vizuální kontrola
ScotApp_1655,Tržba za oddělení
ScotApp_1228,POZASTAVENO
ScotApp_1725,Zabezpečení vypnuto
ScotApp_1006,Jiný typ platby
ScotApp_496,Limit množství
ScotApp_1018,let minimálně.
ScotApp_1160,"Zkontrolujte, zda je do klávesnice zapojen kabel.\n\nPokud je kabel v pořádku, stiskněte ""Problém napraven"".\n\nPokud chyba trvá, restartujte terminál."
ScotApp_1073,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;DATANEEDEDTYPE=%d;
ScotApp_1424,"Chcete-li ji připojit, stiskněte tlačítko ""Spojit""."
ScotApp_1202,UZAVŘENÁ POKLADNA
ScotApp_679,Sestavy aktivit obsluhy
ScotApp_1792,Pouze karty
ScotApp_1214,PARAGON
ScotApp_1804,Ukončit režim Pouze karty
ScotApp_879,879unused
ScotApp_1072,Chybí informace
ScotApp_1631,Chyba validátoru bankovek
ScotApp_1148,Selhání komponentů bezpečnostní váhy
ScotApp_1244,DEBETNÍ
ScotApp_1004,Zkontrolovat zboží
ScotApp_1282,Chybí cena pro:
ScotApp_1071,1071unused
ScotApp_1276,DEFINOVÁNO UŽIVATELEM 18
ScotApp_1200,ZADÁNÍ CENY
ScotApp_1639,Chyba recyklátoru mincí
ScotApp_1828,\n    - Úroveň hlasitosti %d%%
ScotApp_1308,Zadán PIN
ScotApp_1417,"Pokud je zboží ve vícedílném balení, stiskněte tlačítko ""Asistenční režim"" a stornujte je, a poté načtěte kód vícedílného balení."
ScotApp_1343,Načítání aplikace Security Manager...
ScotApp_779,779unused
ScotApp_1429,<<<Málo mincí. Doplňte.>>>
ScotApp_579,579unused
ScotApp_479,Odevzdejte kupóny
ScotApp_379,Přijímač bankovek
ScotApp_279,Potvrďte všechny zaznamenané alarmy.
ScotApp_179,179unused
ScotApp_1865,Vyhl. zboží\n bez hmotnosti
ScotApp_1207,OVĚŘENÝ PODPIS
ScotApp_1638,"Zkontrolujte kabel recyklátoru mincí a akci opakujte. Pokud se chyba opakuje, zavolejte servis.\n\nChyba modulu SafePay: %s"
ScotApp_979,Limit = %d požadavků zákazníků
ScotApp_707,Minulých 7 dní
ScotApp_607,Nastavit povinné použití tašek
ScotApp_507,Vizuální kontrola zboží
ScotApp_307,Jiná krabička
ScotApp_207,207unused
ScotApp_107,Pomoc je na cestě
ScotApp_1219,VĚKOVÝ LIMIT
ScotApp_907,907unused
ScotApp_807,Sejmutí bezpečnostních visaček
ScotApp_1077,Vraťte zboží na pás
ScotApp_1428,Změna ceny zboží: \n%s
ScotApp_1695,Vyřešit později
ScotApp_1206,ZBOŽÍ NEBYLO DEAKTIVOVÁNO
ScotApp_1218,ODBĚR
ScotApp_1782,ZAHÁJENÍ TRANSAKCE V ASIST.R
ScotApp_1273,DEFINOVÁNO UŽIVATELEM 15
ScotApp_1624,Přesunout všechny bankovky do kazety
ScotApp_793,793unused
ScotApp_1059,1059unused
ScotApp_593,Načítání aplikace NCR SelfServ Checkout SigCap...
ScotApp_493,Paragon bude vytisknut pod platebním modulem.
ScotApp_393,Tiskárna sestav
ScotApp_293,Žádost o pomoc
ScotApp_1205,NAHROMADĚNÍ V TAŠKOVÉ ZÓNĚ
ScotApp_993,Pokladna uzavřena
ScotApp_893,Načítání aplikace DBM...
ScotApp_1063,1063unused
ScotApp_1414,"Tato pokladna je mimo provoz, dokud nebude dodávka proudu obnovena."
ScotApp_1182,LIMIT HODNOTY KUPÓNŮ
ScotApp_1201,PLATBA U OBSLUHY
ScotApp_1075,Limit\pro zboží mimo pás
ScotApp_1348,Pokladna uzavřena
ScotApp_1671,Otevřete recyklátor bankovek a vyjměte bankovky z kazety. Zavřete recyklátor.\nVyberte mince z násypky a z misky na drobné.
ScotApp_1204,Č. DOKUMENTU
ScotApp_1284,"* Vyjmnete recyklátor minci. \n* Jasné džemy z oblastí, jak je znazorneno (I).\n* Odemknout a vytáhnout násypky zásobníku pak (II).\n* Vyjímejte násypky pak zkontrolovat a jasné zácpy na výjezdu oblasti (III).\n* Chod a prázdné každý násypky pak jasné, zda a džemy by rotující disk (IV). \n* Zajistit, aby všechny dveře jsou zavřené a zamčené správně.\n* Pokud se chyba bude opakovat, zavolejte servis."
ScotApp_1062,1062unused
ScotApp_1233,JINÉ PLACENÍ
ScotApp_27,27unused
ScotApp_1074,Schválení pro nepoužití pásu.
ScotApp_1472,Recyklátor bankovek není připraven
ScotApp_1026,Zrušit trans.
ScotApp_1061,1061unused
ScotApp_1617,Zadaná hodnota překračuje kapacitu. Zadejte doplňovaný počet znovu. Max. kapacita je %d.
ScotApp_1050,1050unused
ScotApp_744,744unused
ScotApp_1591,Zkontrolujte zapojení kabelů do vydavače mincí
ScotApp_1130,Chyba přijímače bankovek
ScotApp_1270,DEFINOVÁNO UŽIVATELEM 12
ScotApp_1629,Problém s nastavením procesoru nebo parametry systémových dat. Volejte prosím servis.\n\nChyba modulu SafePay: %s
ScotApp_1820,"Dejte zboží z váhy a stiskněte tlačítko "">0<"" na čtečce."
ScotApp_882,Potvrdit pozastavení.
ScotApp_1440,Obrat bankovek
ScotApp_1407,RESTARTOVAT
ScotApp_727,727unused
ScotApp_627,Č. transakce:
ScotApp_527,527unused
ScotApp_427,Dochází médium
ScotApp_327,Přístroj je offline. Zkontrolujte zapojení a protokol událostí:
ScotApp_227,Čtečka karet: vložena neplatná karta
ScotApp_127,127unused
ScotApp_665,"Zvolte ""Zrušit vše"" nebo ""Zpět""."
ScotApp_1060,POČKEJTE PROSÍM...
ScotApp_1616,Zadejte doplňovaný počet pro kontejner vydavače. Maximálně můžete doplnit: %d.
ScotApp_927,Porucha přístroje
ScotApp_827,Přejeďte čárovým kódem zboží nad čtečkou a vložte do taškové zóny.
ScotApp_1540,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_900,Vložte zboží do taškové zóny.
ScotApp_1277,DEFINOVÁNO UŽIVATELEM 19
ScotApp_865,Zkontrolovat majitele karty
ScotApp_506,506unused
ScotApp_406,406unused
ScotApp_306,Chybí krabička
ScotApp_206,Možnosti budou načteny.
ScotApp_106,Žádost o pomoc
ScotApp_1209,LIMIT DÁRKOVÝCH KARET PŘEKROČEN
ScotApp_806,Schválit zboží vyžadující vizuální kontrolu
ScotApp_1067,1067unused
ScotApp_1418,Překročena maximální hmotnost.
ScotApp_1473,"Zařízení není připraveno.\n\nZapněte napájení, zkontrolujte komunikační kabel, nebo vložte zařízení zpět skříně."
ScotApp_187,187unused
ScotApp_1716,Oček.z.:
ScotApp_1190,ZADANÝ KUPÓN
ScotApp_1602,     Dochází kontejner vydavače karet  (%s)
ScotApp_1149,Chyba tiskárny paragonů
ScotApp_1066,1066unused
ScotApp_1614,Kontejner vydavače
ScotApp_792,792unused
ScotApp_692,692unused
ScotApp_592,Aplikace NCR SelfServ Checkout Encryptor načtena.
ScotApp_492,Odeberte drobné.
ScotApp_392,Neznámé zboží
ScotApp_292,Nelze načíst kupón
ScotApp_192,192unused
ScotApp_1241,KREDITNÍ
ScotApp_1197,ZRUŠENÁ TRANSAKCE
ScotApp_1548,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_992,Zadat datum narození
ScotApp_892,Aplikace Smart Scale je ukončována...
ScotApp_1053,"Vyčkejte, než pokladník přinese stvrzenku k podpisu."
ScotApp_1404,Server prodejny je mimo provoz nebo není synchronizován; vypněte prosím terminál pomocí přepínače.
ScotApp_1245,DEBETNÍ
ScotApp_1262,DEFINOVÁNO UŽIVATELEM 4
ScotApp_1471,Chyba recyklátoru mincí
ScotApp_1196,ČÍSLO OBČANSKÉHO PRŮKAZU
ScotApp_1052,1052unused
ScotApp_1600,Stav vydavače karet:
ScotApp_1663,kontejner je prázdný nebo zaseknutý
ScotApp_1261,DEFINOVÁNO UŽIVATELEM 3
ScotApp_1125,"Doplňte všechny sloupce mincí v zásobníku mincí.\n\nPřepněte do režimu zaměstnance, zvolte ""Stav peněz/papíru"" a stiskněte tlačítko ""Zásobník mincí doplněn""."
ScotApp_1183,ZADÁNÍ CENY
ScotApp_1470,Chyba recyklátoru bankovek
ScotApp_1195,SMLOUVA SE ZÁK. POZASTAVENA
ScotApp_1229,ZAVOLÁNA POMOC
ScotApp_1051,Schválení dokladu
ScotApp_1607,     Kont.na odmítnuté peníze: stav normální (%s)
ScotApp_1895,Genr Excp
ScotApp_747,747unused
ScotApp_647,N
ScotApp_447,Váš účet častého zákazníka byl aktivován.
ScotApp_347,Zboží s omezeným prodejem zrušeno - věkový limit nebyl splněn. Odložte zboží stranou.
ScotApp_247,247unused
ScotApp_147,147unused
ScotApp_1260,DEFINOVÁNO UŽIVATELEM 2
ScotApp_1619,"Pozastavení, důvod"
ScotApp_769,Potvrďte nebo zrušte pozastavení.
ScotApp_947,Nové zboží ke zvážení
ScotApp_847,Načítání dokončeno
ScotApp_1477,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_726,726unused
ScotApp_626,Tolerance:
ScotApp_526,\nByl zadán nesprávný PIN.\nProtáhněte terminálem jinou kartu\n   -nebo-\nZaplaťte v hotovosti
ScotApp_426,Pokladna č.:
ScotApp_326,Datum narození nesplňuje věkový limit pro limitované zboží. Zadejte znovu nebo stornujte všechno limitované zboží.
ScotApp_226,Čtečka karet nefunkční
ScotApp_126,(ddmmrr).
ScotApp_1606,     Kont.na odmítnuté peníze: stav normální
ScotApp_926,Zboží nebylo vráceno do taškové zóny.
ScotApp_826,Toto zboží nechci\ndávat do tašky
ScotApp_1267,DEFINOVÁNO UŽIVATELEM 9
ScotApp_1618,Kazeta vydavače bankovek chybí nebo není dobře založena.\n\nZaložte správně kazetu s bankovkami - do zapadnutí západky.
ScotApp_1181,LIMIT KUPÓNŮ BYL PŘEKROČEN
ScotApp_205,Kopírování je dokončeno.
ScotApp_105,Neznámé zboží
ScotApp_1476,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1730,Hledat
ScotApp_1390,Zařízení neodpovídá
ScotApp_805,Schválení zboží
ScotApp_1864,Přejděte k pokladně
ScotApp_1408,ASISTENCE
ScotApp_1266,DEFINOVÁNO UŽIVATELEM 8
ScotApp_1180,NENÍ ODPOVÍDAJÍCÍ CENA
ScotApp_1208,PRODÁNO V ASISTENČNÍM REŽIMU
ScotApp_1475,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1397,Obsluha
ScotApp_1748,Přihlášení pomocí otisku prstů se nezdařilo
ScotApp_718,718unused
ScotApp_618,Váhová tolerance
ScotApp_518,Vložte peníze.
ScotApp_1253,PIP VĚRNOSTNÍ
ScotApp_1604,     Zásoba v kontejneru vydavače karet normální (%s)
ScotApp_218,Tiskárně dochází papír
ScotApp_118,Nutné schválení
ScotApp_552,Kód obsluhy a heslo nemohou začínat nulou.
ScotApp_791,Zvolte typ placení
ScotApp_691,691unused
ScotApp_591,Načítání aplikace NCR SelfServ Checkout Encryptor...
ScotApp_391,Zboží k objasnění ceny
ScotApp_918,Chybí záznam o hmotnosti zboží.
ScotApp_1187,CHYBA ZAŘÍZENÍ
ScotApp_991,Kontrola věku
ScotApp_891,Aplikace Smart Scale načtena.
ScotApp_1474,Chyba hardwaru. Kód chyby: E%d
ScotApp_1396,Odchod z režimu obsluhy
ScotApp_1252,PIP DEBETNÍ CASH BACK
ScotApp_1732,Obrázky seznamu načteny.
ScotApp_1461,Mince
ScotApp_1166,"* Otevřete dvířka tiskárny.\n* Otevřete západku a zatlačte tiskárnu dozadu.\n* Otevřete kryt tiskárny - není zaseknutá?\n* Zavřete kryt a natáhněte znovu papír.\n* Popotáhněte tiskárnu opatrně vpřed, až západka zaklapne."
ScotApp_1186,NEOČEKÁVANÉ SNÍŽENÍ
ScotApp_1857,  Nepokládat na pás
ScotApp_1829,Schválit
ScotApp_1670,Chyba recyklátoru mincí/bankovek
ScotApp_1198,ZADANÉ ČÍSLO ÚČTU
ScotApp_1869,Ruka v záběru
ScotApp_1251,PIP DEBETNÍ
ScotApp_1855,Volitelné
ScotApp_767,Zásoba média normální
ScotApp_667,Karta načtena. Načtěte zboží a kupóny.
ScotApp_567,Potvrdit
ScotApp_467,467unused
ScotApp_367,367unused
ScotApp_267,Zabezpečení
ScotApp_1460,Bankovky
ScotApp_1185,LIMIT PRO TAŠKY/KRABICE PŘEKROČEN
ScotApp_1009,Režim zaměstnance
ScotApp_867,Ne
ScotApp_1856,  Nevkládat do tašky
ScotApp_1677,"Zkontrolujte, zda jsou dvířka recyklátoru mincí uzavřena."
ScotApp_746,746unused
ScotApp_646,A
ScotApp_1394,Chyba digitálního rozhraní
ScotApp_446,Pozastavit transakci
ScotApp_346,Bankomat (cashback)
ScotApp_246,246unused
ScotApp_146,Zvolte prosím typ placení.
ScotApp_1501,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1609,     Kont.na odmítnuté peníze: téměř plný
ScotApp_1194,AUTORIZAČNÍ ČÍSLO
ScotApp_946,Schválení pro tašku/krabici
ScotApp_846,"Načtěte zboží, nebo stiskněte ""Načítání dokončeno""."
ScotApp_1843,Vl.taš.
ScotApp_1467,"Pomocí obrazovky ""Stav peněz/papíru"" vyberte peníze."
ScotApp_725,725unused
ScotApp_625,Zadejte váhovou toleranci mezi <%s> a <%s>.
ScotApp_1381,Zpracování...
ScotApp_425,425unused
ScotApp_325,Zadané datum není platné
ScotApp_225,Přepadový kontejner čtečky karet vložen
ScotApp_1676,Otevřená dvířka recyklátoru mincí
ScotApp_925,925unused
ScotApp_825,Dejte do tašky
ScotApp_1608,     Kont.na odmítnuté peníze: prázdný
ScotApp_1842,Plná asistence
ScotApp_1808,Vyberte položku na paragonu.
ScotApp_1466,Stav recyklátoru bankovek: plný
ScotApp_1380,cena
ScotApp_1854,Volitelné
ScotApp_1675,Chyba recyklátoru mincí
ScotApp_1597,Věrnostní karta
ScotApp_1350,%s\n%s %s přidáno
ScotApp_738,738unused
ScotApp_638,Inf. o toleranci hodnot z váhové DB
ScotApp_538,538unused
ScotApp_338,Zadejte první tři písmena popisu zboží.
ScotApp_238,\nPřijímač bankovek nezaprotokoloval vloženou hotovost.\n\nZkontrolujte kazetu na bankovky.
ScotApp_138,Odeberte kartu
ScotApp_1170,"Otevřete dvířka tiskárny.\n* Otevřete kryt tiskárny a odstraňte zaseknuté papíry.\n* Zavřete kryt a natáhněte znovu papír.\n* Zavřete a uzamkněte dvířka tiskárny.\n* Pokud chyba trvá, restartujte terminál."
ScotApp_1841,Přejděte k pokladně pro schválení
ScotApp_1740,Kontrola tašek
ScotApp_938,938unused
ScotApp_838,Smlouva se zákazníkem
ScotApp_1133,Zaseknutý přijímač bankovek.
ScotApp_1387,"V softwaru došlo ke kritické chybě.\nRestartujte terminál.\n\nRestart terminálu:\n* Otočte klíčkem vedoucího do polohy ""S"" -nebo- stiskněte tlačítko vedoucího.\n* Zvolte Restartovat celý systém.\n* Zavolejte podporu a o chybě je informujte."
ScotApp_1674,"Stiskněte tlačítko odmítnutí mincí a uvolněte tak zaseknuté mince. Pokud se chyba opakuje, mohlo dojít k zaseknutí mincí. Otevřete kryt mincí a zajistěte jej. Odstraňte zaseknuté mince. Resetujte tlačítkem Odmítnout. Uzavřete kryt mincí."
ScotApp_1650,(ddmmrr)
ScotApp_690,690unused
ScotApp_590,Aplikace Device Factory je ukončována...
ScotApp_490,"Načtěte zboží, nebo začněte stiskem ""Spustit""."
ScotApp_390,Stažené zboží
ScotApp_290,290unused
ScotApp_190,Načítání aplikace Transaction Broker...
ScotApp_990,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;
ScotApp_890,Načítání aplikace Smart Scale...
ScotApp_1772,Kupón
ScotApp_1661,"Nelze vytisknout paragon. Stiskněte tlačítko ""Jiné stvrzenky"" a akci opakujte."
ScotApp_1132,Chyba komunikace.
ScotApp_1386,Kritická chyba
ScotApp_784,Vydavač bankovek mimo provoz\n* Naplňte vydavač nebo\n* Odstraňte zaseknuté bankovky nebo\n* Upravte kont.odmítnutých peněz.
ScotApp_684,Dnes
ScotApp_584,Platba ze soc. karty odmítnuta.
ScotApp_484,Prosíme o podpis
ScotApp_384,384unused
ScotApp_284,Čtečka: Data ztracena
ScotApp_1595,Hlavní jazyk
ScotApp_1451,Kód pokladníka
ScotApp_984,Aplikace Takeaway Belt načtena.
ScotApp_884,Zrušit pozastavení
ScotApp_1847,"Položka přidána. Načtěte další položku nebo stiskněte ""Zadejte kód""."
ScotApp_1660,Vyberte způsob tisku
ScotApp_1131,Kazeta vydavače bankovek chybí nebo není dobře založena.
ScotApp_1385,Vyberte jazyk
ScotApp_1436,Limit pro nepoužití tašek byl překročen
ScotApp_1049,1049unused
ScotApp_666,666unused
ScotApp_1594,Náležitě vypněte a restartujte terminál.
ScotApp_466,   Načteno neznámé zboží
ScotApp_366,Zaseknutý nůž tiskárny
ScotApp_266,Sec.Agent je ukončován...
ScotApp_966,966unused
ScotApp_1541,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1846,"Načtěte položku nebo stiskněte ""Zadejte kód""."
ScotApp_1667,Zaseknuté bankovky
ScotApp_1689,Chyba recyklátoru bankovek
ScotApp_745,745unused
ScotApp_645,Vložte načtené zboží znovu do taškové zóny.
ScotApp_1581,Vydavač mincí
ScotApp_445,Peníze na kartě soc. dávek
ScotApp_345,345unused
ScotApp_245,Čtečka karet nefunkční
ScotApp_145,145unused
ScotApp_945,Limit\taška/krabice
ScotApp_713,713unused
ScotApp_613,Položte zboží na taškovou váhu.
ScotApp_513,513unused
ScotApp_313,313unused
ScotApp_213,213unused
ScotApp_113,Zrušit zboží
ScotApp_1573,"Stiskněte tlačítka ""Doplnit"" k doplnění peněz nebo tlačítka ""Vybrat přijímač"" a ""Vybrat vydavač"" k jejich výběru."
ScotApp_913,Neočekávané zboží na bezpečnostní váze.
ScotApp_813,"Zadejte č. obj./název úlohy a stiskněte ""Potvrdit"""
ScotApp_1666,Chyba recyklátoru bankovek
ScotApp_1137,%s Kazeta na bankovky není instalována.
ScotApp_1580,Vydavač bankovek
ScotApp_758,758unused
ScotApp_658,dochází peníze
ScotApp_558,Zboží s množstevním omezením
ScotApp_1653,Hodnota překračuje kapacitu. Max. hodnota je %s. Systém automaticky zadal hodnotu %s.
ScotApp_358,Návrat do asistenčního režimu
ScotApp_258,Transaction Broker je ukončován...
ScotApp_158,Toto zboží vyžaduje schválení obsluhy. Pokračujte prosím.
ScotApp_1844,Hledat
ScotApp_958,Tašková váha
ScotApp_858,Ano
ScotApp_1136,Kontejner na odmítnuté bankovky chybí nebo není dobře založen.
ScotApp_1587,Opravdu chcete ignorovat změny na obrazovce Obrat bankovek?
ScotApp_1531,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1599,%s - vaše nastavení tohoto jazyka nelze najít.
ScotApp_1652,(rrmmdd)
ScotApp_1123,"* Pozor, netiskněte tlačítko Pokračovat, dokud nejsou všechny zaseknuté bankovky odstraněny.\n* Opatrně vytáhněte vydavač bankovek ze skříně.\n* Odstraňte zaseknuté bankovky v horní části vydavače; nenarušte pásy."
ScotApp_1342,Vyberte nástroj
ScotApp_1332,Mezerník
ScotApp_1586,%s    %s  %s
ScotApp_1444,Odebrat
ScotApp_1598,Předvolby aktivovány.
ScotApp_1651,(rrrrmmdd)
ScotApp_1122,Bankovka může být zaseknuta ve výstupu vydavače.\n\nPovytáhněte vydavač bankovek ze skříně.\n\nOdstraňte zaseknuté bankovky ve znázorněné oblasti.\nOpatrně zatlačte vydavač bankovek zpět do skříně.
ScotApp_1331,Shift
ScotApp_1585,Zásobníky         Hodnota  Hodnota mincí
ScotApp_1118,Došlo k problému s výdejem bankovek: %s.Bankovky \n%s nelze vytáhnout z kazety.\n\nVytáhněte kazetu a zkontrolujte stav bankovek.
ScotApp_1884,Upozornění Smart Assist
ScotApp_1191,NUTNÉ VÁŽENÍ/MĚŘENÍ
ScotApp_1121,Ve znázorněné oblasti může být zaseknuta bankovka.\n\nPovytáhněte vydavač bankovek ze skříně.Odstraňte zaseknuté bankovky.\n\nOpatrně zatlačte vydavač bankovek zpět do skříně.
ScotApp_503,503unused
ScotApp_403,403unused
ScotApp_1849,
ScotApp_1330,Zboží není v taškách
ScotApp_1355,Máte k dispozici:
ScotApp_1584,Zásobníky         Počet       Mincí
ScotApp_465,%s               %s
ScotApp_365,Zaseknutá hlava tiskárny
ScotApp_265,265unused
ScotApp_965,965unused
ScotApp_633,Podpis:
ScotApp_433,433unused
ScotApp_333,Chyba čtečky karet: štěrbina zablokována
ScotApp_233,Je přijímač bankovek správně nainstalován?\n\nZatáhněte za držadlo k sobě a přijímač povytáhněte.\n\nZatlačte přijímač zpět na doraz.
ScotApp_133,133unused
ScotApp_1120,"Před kazetou bankovek: %s se možná zasekly bankovky.\n\nVyjměte kazetu (%s) a zkontrolujte, zda v dané oblasti nejsou zaseknuté bankovky.\n\nPokud možno odstraňte zaseknuté bankovky a zasuňte kazetu zpět."
ScotApp_1805,Ukončit režim Pouze hotovost
ScotApp_933,Rozdíl v hmotnosti
ScotApp_833,833unused
ScotApp_1337,Ukončit NCR SelfServ Checkout
ScotApp_1780,ZAHÁJENÍ TRANSAKCE
ScotApp_712,712unused
ScotApp_612,Přidat hmotnost
ScotApp_512,Vizuální kontrola
ScotApp_312,kontejner - zaseknutí
ScotApp_212,212unused
ScotApp_112,Potvrďte množství
ScotApp_1081,Zobrazit\nvšechny pokladny
ScotApp_778,778unused
ScotApp_678,678unused
ScotApp_578,Ukončete platbu kartou. K vrácení.
ScotApp_478,Odevzdejte kupóny.
ScotApp_378,Tiskárna paragonů
ScotApp_278,Protokol alarmů
ScotApp_1127,Zapojit znovu
ScotApp_1802,Přijímat pouze karty
ScotApp_978,Limit = %d
ScotApp_878,Zadejte cenu.
ScotApp_1533,Vyhledejte řešení problému v návodu k zařízení.
ScotApp_1787,"Zadejte počet igelitových tašek. Pokud jste žádnou nepoužili, zadejte 0."
ScotApp_1799,Režim Pouze karty
ScotApp_1309,"* Zasuňte kazetu do zapadnutí západky.\n* Zkontrolujte, zda se motor přijímače bankovek na okamžik rozeběhne."
ScotApp_1323,Předmět na váze
ScotApp_1079,Položte načtené zboží znovu na pás.
ScotApp_1382,(Norm)
