AmountSaved,Úspora
ScotApp_401,"Vložte kartu. Pozrite, či nemáte v košíku ďalší tovar."
ScotApp_301,Zadajte hodnotu kupónu
ScotApp_201,Test prihlásenia...
ScotApp_101,Neznáma cena
ScotApp_1633,Chyba recyklátora bankoviek
ScotApp_901,Schválenie nepoužitia tašiek.
ScotApp_801,Nákup celého balenia
ScotApp_1824,Elektronická účtenka nebola vytvorená.
ScotApp_1328,Dvojnásobná hmotnosť
ScotApp_1299,Začať transakciu a prejsť do režimu pomoci
ScotApp_1226,TOVAR STIAHNUTÝ Z OBEHU
ScotApp_1140,Zaseknutie vo vydávači bankoviek.
ScotApp_1579,Prijímač bankoviek
ScotApp_1426,%s\nJe %d správne?
ScotApp_1632,"Odstráňte kryt bankoviek. Skontrolujte kábel k overovaču bankoviek a zopakujte. Ak sa chyba znova prejaví, zavolajte servis.\n\nChyba modulu SafePay: %s"
ScotApp_1141,Výdaj %s sa nepodaril. POZOR: Bankovka môže byť zaseknutá v hornej časti vydávača.
ScotApp_1791,Len hotovosť
ScotApp_1357,Zobrať darčekovú kartu
ScotApp_763,763unused
ScotApp_714,714unused
ScotApp_614,Povinné používanie tašiek
ScotApp_514,514unused
ScotApp_314,problém s priečinkom
ScotApp_214,Kontrola debetu
ScotApp_114,Tovar sa nedá zrušiť
ScotApp_1369,Rôzne
ScotApp_78,Debetná (bezhotovostne)
ScotApp_1630,Chyba recyklátora bankoviek
ScotApp_58,OK
ScotApp_48,48unused
ScotApp_914,"Choďte k pokladni, zoberte nadbytočný tovar a stlačte ""Vymazať alarm""."
ScotApp_1422,Ručná čítačka
ScotApp_18,Súčet
ScotApp_1147,Chyba váhy v baliacom priestore
ScotApp_1578,Celková hodnota:
ScotApp_1022,Nechcem dať tento tovar \ndo tašky
ScotApp_98,98unused
ScotApp_88,88unused
ScotApp_1003,Časové obmedzenie
ScotApp_1434,Vekový limit
ScotApp_1356,Zobrať
ScotApp_1212,INÉ
ScotApp_1455,Neplatné číslo
ScotApp_1713,"Stlačte ""Schváliť"", ak chcete odmietnuť pozastavenie"
ScotApp_1565,Zadajte doplňovanú hodnotu pre %s
ScotApp_194,Načítanie aplikácie Device Manager...
ScotApp_1275,UŽÍVATEĽOM DEFINOVANÉ 17
ScotApp_1146,Prijímač neodpovedá.
ScotApp_1303,Vernostná karta akceptovaná: č. %s
ScotApp_70,70unused
ScotApp_60,Požiadať o pomoc
ScotApp_50,50unused
ScotApp_40,Overenie predajne
ScotApp_30,Stornovaný tovar
ScotApp_20,20unused
ScotApp_10,10unused
ScotApp_1779,"Tovar sa nedá stornovať, kým nie je stornovaný jeho kupón. Najprv stornujte kupón tovaru."
ScotApp_1211,PREDVOLENÉ
ScotApp_90,90unused
ScotApp_80,80unused
ScotApp_663,Chyba zadania PIN
ScotApp_463,Ukončovanie aplikácie Remote Approval...
ScotApp_363,\nZadajte heslo obsluhy na klávesnici.
ScotApp_163,163unused
ScotApp_1420,Zrušiť tovar\n%s?
ScotApp_1145,Chyba prijímača mincí
ScotApp_963,Zrušiť požiadavku
ScotApp_863,Zadanie hodnoty kupónu
ScotApp_1816,Mince sú zaseknuté alebo dvierka otvorené.
ScotApp_1637,Problém s káblom
ScotApp_742,742unused
ScotApp_642,Tovar pridaný. Načítajte ďalší tovar.
ScotApp_542,Nedá sa vytvoriť čiarový kód obsluhy.
ScotApp_342,Opis typu
ScotApp_242,Čítačka kariet: zaseknutá karta
ScotApp_142,Potvrďte sumu
ScotApp_1210,POSLEDNÉ ZOBRAZENIE
ScotApp_942,942unused
ScotApp_842,842unused
ScotApp_1044,Platba pri obsluhe
ScotApp_1427,Zmena množstva tovaru: \n%s
ScotApp_721,721unused
ScotApp_621,Predvolené
ScotApp_1341,Hlasitosť
ScotApp_421,"Načítajte tovar alebo začnite stlačením tlačidla ""Spustiť""."
ScotApp_321,Overovanie transakcie
ScotApp_221,Zatvorte a zamknite dvierka na skrinke tlačiarne.
ScotApp_121,tovar z tohto pultu.
ScotApp_1636,Chyba recyklátora mincí
ScotApp_921,Očakávaná hmotnosť na bezpečnostnej váhe.
ScotApp_821,821unused
ScotApp_600,Údržba zabezpečenia
ScotApp_500,500unused
ScotApp_400,400unused
ScotApp_1368,Podpisový modul
ScotApp_200,Testovanie aplikácie Transaction Broker...
ScotApp_100,Zadajte množstvo
ScotApp_1076,Pozor
ScotApp_1623,Presunúť bankovky do kazety pre ich výber
ScotApp_1340,Vypnúť celý systém
ScotApp_1108,%s\t%s\t%s po %s %s/%s\t%s
ScotApp_1814,Zásobník násypky je prázdny alebo nie je nasadený.
ScotApp_1758,Chyba zásobníka kupónov
ScotApp_1635,"Skontrolujte kábel k recyklátoru bankoviek a skúste znova. Ak sa chyba znova prejaví, zavolajte servis.\n\nChyba modulu SafePay: %s"
ScotApp_1557,Vybrať vydávač
ScotApp_734,734unused
ScotApp_634,634unused
ScotApp_534,Tovar s časovým obmedzením
ScotApp_1413,Dokončite transakciu v priebehu nasledujúcich # minút. Čoskoro môže dôjsť k výpadku prúdu.
ScotApp_334,Chyba čítačky kariet: chýba karta
ScotApp_234,"Vytiahnite kazetu na bankovky.\n\nVyberte z kazety bankovky.\n\nZnova vložte kazetu, až poistka zaklapne.\n\nPotiahnite za rukoväť kazety, aby ste si overili, že poistka kazetu drží."
ScotApp_1569,Hodnota
ScotApp_1801,Prevádzkový režim
ScotApp_934,Hmotnosť je vyššia
ScotApp_1622,Kazeta
ScotApp_768,Potvrdenie pozastavenia
ScotApp_668,Tlač podpisu bola úspešná.
ScotApp_1347,Obnovovanie spojenia
ScotApp_1778,Vymazať alarm
ScotApp_168,Načítajte kupóny a odložte ich nabok až do konca nákupu.
ScotApp_1203,PODPÍSANÝ DOKUMENT
ScotApp_1634,Problém s káblom
ScotApp_1556,Vybrať prijímač
ScotApp_1412,Funkcie pomoci
ScotApp_1783,BEZPEČNOSTNÝ KRYT OTVORENÝ
ScotApp_1232,SCHVÁLENÝ PODPIS
ScotApp_1568,Celkový súčet:        %s
ScotApp_1800,Zvoľte prevádzkový režim
ScotApp_1495,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1621,Odomknúť kazetu bankoviek
ScotApp_1346,Pokladňa je offline a systém sa pokúša znova pripojiť.
ScotApp_72,72unused
ScotApp_62,Áno
ScotApp_52,Zrušiť kupóny
ScotApp_42,Stornovaný tovar
ScotApp_32,Pokračovať
ScotApp_12,  Počet %d po %s/ks
ScotApp_1411,Zmeniť množstvo
ScotApp_92,Vitajte!
ScotApp_82,82unused
ScotApp_1807,_ _ _
ScotApp_1089,Koniec obdobia pre zostavu
ScotApp_1620,Odomknúť kryt bankoviek
ScotApp_1345,Ukončovanie aplikácie Security Manager...
ScotApp_1819,Chyby prijímača recyklátora mincí
ScotApp_762,762unused
ScotApp_662,%
ScotApp_1554,Prijímač
ScotApp_462,Remote Approval načítaná.
ScotApp_362,Zadajte heslo
ScotApp_262,262unused
ScotApp_162,Načítajte svoj tovar a kupóny.
ScotApp_1410,Zmeniť cenu
ScotApp_962,"Zoberte stornovaný tovar v pokladni a stlačte ""Schváliť storno""."
ScotApp_862,Zadanie hodnoty kupónu:
ScotApp_1806,"\n* Stlačením ""Len karty"" ukončite transakciu a ručne vydajte peniaze zákazníkovi."
ScotApp_1088,1088unused
ScotApp_1627,Chyba recyklátora mincí alebo bankoviek
ScotApp_741,741unused
ScotApp_641,  Prm. hm.  Schvál.     Načít.    Typ tol.     Hod. tol.     Dátum
ScotApp_541,Vytlačiť načítaný čiarový kód obsluhy
ScotApp_441,Potvrďte sumu
ScotApp_341,341unused
ScotApp_241,Neočakávaná chyba aplikácie Device Manager
ScotApp_141,Zvoľte typ karty
ScotApp_941,Stornovaný tovar
ScotApp_841,Tovar
ScotApp_1873,1873unused
ScotApp_25,Dátum narodenia:
ScotApp_720,720unused
ScotApp_520,Neznámy kód tovaru
ScotApp_420,420unused
ScotApp_320,Späť
ScotApp_220,"* Otvorte dvierka na skrinke tlačiarne.\n* Otvorte kryt tlačiarne a skontrolujte, či nie je zachytený papier.\n* Vložte do tlačiarne novú rolku papiera.\n* Zatvorte a zamknite dvierka na skrinke tlačiarne."
ScotApp_120,Transakcia je zrušená. Odstráňte
ScotApp_1626,Vložte bankovky na doplnenie alebo zvoľte inú funkciu.
ScotApp_1423,Ručná čítačka sa pokúša pripojiť.
ScotApp_920,"Schváliť, neaktualizovať."
ScotApp_820,Schváliť storno
ScotApp_1757,"Ak chcete pridať dĺžeň alebo mäkčeň, stlačte tlačidlo ""Diakritika"" v dolnej časti obrazovky a napíšte písmeno."
ScotApp_1872,1872unused
ScotApp_754,Sumár – predchádzajúcich 7 dní
ScotApp_554,Teraz nevkladajte nákupné karty.
ScotApp_1613,Zásobník na odmietnuté peniaze
ScotApp_354,Funkcie systému
ScotApp_254,Vydávač mincí je nefunkčný.\nNaplňte vydávač mincí alebo\nho zapnite alebo\nodstráňte zaseknuté mince.
ScotApp_154,Načítanie...
ScotApp_1769,Zadať kód
ScotApp_1240,HOTOVOSŤ
ScotApp_954,Aplikácia Smart Scale sa nedá spustiť
ScotApp_854,Päť kusov
ScotApp_1547,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1403,"Zastavte a reštartujte program NCR SelfServ Checkout. Ak chyba stále pretrváva, obráťte sa na helpdesk."
ScotApp_545,Tovar s obmedzením predaja
ScotApp_1559,Ukončiť
ScotApp_1871,%s %s zistené
ScotApp_1612,Správa kariet
ScotApp_1550,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_845,Načítať ďalší tovar:
ScotApp_1564,Zadajte doplňovaný počet pre %s
ScotApp_1768,Nepodporovaná jednotka hmotnosti.
ScotApp_1272,UŽÍVATEĽOM DEFINOVANÉ 14
ScotApp_1546,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_74,Schváliť storná
ScotApp_64,Zrušiť zvolené
ScotApp_54,Zrušiť
ScotApp_44,44unused
ScotApp_34,34unused
ScotApp_1558,Skončiť a uložiť
ScotApp_14,14unused
ScotApp_1870,%s %s očakávané
ScotApp_1389,Chyba skenera podpisov
ScotApp_1611,     Zásobník na odmietnuté peniaze je plný
ScotApp_94,94unused
ScotApp_84,Načítať možnosti
ScotApp_1289,B – C
ScotApp_687,Tlač zostavy
ScotApp_587,Podpis
ScotApp_487,Nadol
ScotApp_387,Transport zablokovaný
ScotApp_287,Čítačka: Neplatná visačka
ScotApp_1545,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1336,Nástroje
ScotApp_987,Tovar odstránený z pása. Vráťte tovar späť.
ScotApp_887,Tovar odstránený
ScotApp_555,Iný druh platby
ScotApp_1610,     Stav zásobníka na odmietnuté peniaze - takmer plný (%s)
ScotApp_1041,Schválenie podpisu
ScotApp_1691,Správa hotovosti
ScotApp_1809,Chyby vydávača recyklátora mincí
ScotApp_1288,A
ScotApp_761,761unused
ScotApp_1193,IDENTITA OVERENÁ
ScotApp_561,Odložte kupón nabok
ScotApp_461,Načítanie aplikácie Remote Approval...
ScotApp_361,Pokladňa zatvorená
ScotApp_261,261unused
ScotApp_961,"Chyba databázy s učením hmotnosti: Skontrolujte chyby v prehliadači udalostí, potom stlačte tlačidlo ""Odstránil(a) som problém""."
ScotApp_861,861unused
ScotApp_1876,%s %s zistené
ScotApp_740,740unused
ScotApp_640,Existujúce položky vo váhovej DB
ScotApp_540,540unused
ScotApp_340,Vyberte tovar zo zoznamu. Na listovanie nahor a nadol použite tlačidlá so šípkami.
ScotApp_240,Nešpecifikovaná chyba aplikácie Device Manager
ScotApp_140,Ďakujeme vám
ScotApp_1105,e=d=0.005 kg Max 13.995 kg min 0.1 kg Nmax 2799
ScotApp_1192,POPLATOK ZA SKOMPLETOVANIE
ScotApp_940,Storno
ScotApp_840,Tovar:
ScotApp_1863,Stlačte „Schváliť“ alebo „Stornovať tovar“
ScotApp_1463,Hodnota mincí
ScotApp_1875,%s %s očakávané
ScotApp_774,Získané body:
ScotApp_674,"""Platba odmietnutá. Dôvod: """
ScotApp_780,780unused
ScotApp_474,474unused
ScotApp_374,Tlačiareň – čierne značky
ScotApp_174,Načítaný tovar sa nedá nájsť. Nebol ešte zakúpený alebo už bol zrušený.
ScotApp_1029,Vložiť kupón
ScotApp_974,974unused
ScotApp_1679,Chyba knižnice bankoviek
ScotApp_1747,Chyba čítačky odtlačkov
ScotApp_1862,Skontrolujte tovar na váhe
ScotApp_1603,     V zásobníku vydávača kariet je normálny stav kariet
ScotApp_1419,Viackusové balenie
ScotApp_1759,Zásobník kupónov je plný
ScotApp_649,Pevná cena
ScotApp_1039,Predchádzajúci tovar mal bezpečnostnú visačku (bezpečnostné visačky).
ScotApp_849,Zadajte množstvo
ScotApp_765,765unused
ScotApp_565,Prihlásenie obsluhy
ScotApp_1549,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1861,ZOZNAM TOVARU
ScotApp_1731,Načítanie obrázkov zo zoznamu tovaru ...
ScotApp_76,76unused
ScotApp_66,66unused
ScotApp_56,Zrušiť platbu
ScotApp_46,Pomocník
ScotApp_36,Vrátené:
ScotApp_26,26unused
ScotApp_16,%s sa zaúčtuje na vašu kartu.
ScotApp_719,719unused
ScotApp_619,Zvoľte <Zadať toleranciu> alebo <Predvolené> pre úpravu aktuálnej tolerancie.
ScotApp_519,Kupón má príliš vysokú hodnotu
ScotApp_419,419unused
ScotApp_319,Platba kartou
ScotApp_219,219unused
ScotApp_119,Zrušiť všetok tovar
ScotApp_96,96unused
ScotApp_86,86unused
ScotApp_1755,Vyberte zo zoznamu.
ScotApp_1038,Overiť podpis
ScotApp_919,"Skontrolujte hmotnosť tovaru a stlačte ""Schváliť a aktualizovať hmotnosť"" alebo stlačte ""Schváliť, neaktualizovať""."
ScotApp_1489,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_1745,Zariadenie na kontrolu odtlačkov prstov je odpojené.\n\nSkúste znova.
ScotApp_1860,Please select from picklist assisted items or look-up item alphabetically.
ScotApp_1268,UŽÍVATEĽOM DEFINOVANÉ 10
ScotApp_1008,1008unused
ScotApp_786,Pozastavené pri pokladni
ScotApp_686,Včera
ScotApp_586,Kupóny: %0.0ld/$%0.2lf
ScotApp_486,Nahor
ScotApp_386,Kazeta vybraná
ScotApp_286,Čítačka: Neplatná predpona (2) kódu visačky
ScotApp_186,186unused
ScotApp_1488,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_986,986unused
ScotApp_886,Tovar zobraný z baliaceho priestoru.\nVráťte tovar späť.
ScotApp_1393,"Zastavte a reštartujte program NCR SelfServ Checkout. Ak chyba pretrváva, obráťte sa na helpdesk."
ScotApp_1867,Výhľad kamery je blokovaný
ScotApp_68,68unused
ScotApp_38,38unused
ScotApp_28,Zrušiť nákup
ScotApp_1024,1024unused
ScotApp_760,Potiahnite kartu zariadením na boku tohto monitora.
ScotApp_660,Stav peňazí všade normálny
ScotApp_460,Týmto sa nákup dokončí.
ScotApp_360,Zatvoriť pokladňu
ScotApp_260,260unused
ScotApp_1392,Chyba majáčika
ScotApp_960,"Porucha na taškovej váhe: Skontrolujte chyby na taškovej váhe alebo v prehliadači udalostí, potom stlačte tlačidlo ""Odstránil(a) som problém""."
ScotApp_860,Treba odvážiť alebo zmerať:
ScotApp_1866,Viac populárnych tovarov
ScotApp_1459,Zostava správy hotovosti
ScotApp_1239,NIE JE
ScotApp_1301,Upraviť zoznam tovaru
ScotApp_1749,Spracúvanie odtlačku
ScotApp_1017,Odstráňte nahromadený tovar z pása.
ScotApp_1771,Limit hodnoty kupónov
ScotApp_739,739unused
ScotApp_639,Očak. hmot.   Porov. hmot.
ScotApp_539,539unused
ScotApp_439,439unused
ScotApp_339,339unused
ScotApp_239,Neočakávaný stav aplikácie Device Manager
ScotApp_1092,Obsah zostavy
ScotApp_1851,Neschváliť  
ScotApp_1238,INÝ DRUH PLATBY
ScotApp_939,Limit uplynul
ScotApp_839,Zrušiť akciu
ScotApp_1333,Backspace
ScotApp_24,Stornované
ScotApp_1016,Na páse je nahromadený tovar
ScotApp_1615,"Stlačením tlačidla ""Vybrať vydávač"" vyberte peniaze"
ScotApp_1723,Cvičná trans.
ScotApp_1028,Prah kupónov bol prekročený
ScotApp_1435,Chyba vydávača mincí alebo bankoviek
ScotApp_1698,"Stlačte tlačidlo ""Chyba opravená""."
ScotApp_1688,Chyba kazety
ScotApp_454,454unused
ScotApp_1593,Vybrať mince
ScotApp_1642,Chyba recyklátora bankoviek
ScotApp_1015,Nahromadený tovar
ScotApp_785,785unused
ScotApp_685,Po hodinách
ScotApp_585,585unused
ScotApp_536,Prijímač mincí
ScotApp_385,385unused
ScotApp_285,Čítačka: Neplatná prípona kódu visačky
ScotApp_185,Porovnajte zákazníkov podpis s podpisom na karte.
ScotApp_1224,CHÝBA CENA
ScotApp_985,Položte tovar na pás.
ScotApp_885,Upozornenie – baliaci priestor
ScotApp_575,Ukončite platbu v hotovosti. Na zaplatenie.
ScotApp_475,Pozastavenie transakcie
ScotApp_375,Časový limit tlačiarne vypršal
ScotApp_1002,Nepredajné
ScotApp_1888,"Skontrolujte zákazníkov nákup (tovar, platba) a stlačte „Vymazať alarm“."
ScotApp_910,910unused
ScotApp_1592,"Odstráňte zaseknuté mince zo zásobníka. Nakloňte zásobník. Otáčajte skrutku doprava, až budete môcť mincu vybrať. Nepoužívajte násilie."
ScotApp_875,Kód hlavného pokladníka pre zrušenie nákupu
ScotApp_1014,Odstráňte nahromadený tovar z pása.
ScotApp_1572,Naozaj chcete ignorovať zmeny na obrazovke Správa mincí?
ScotApp_1790,Len kreditné a debetné
ScotApp_1344,Security Manager je načítaný.
ScotApp_798,798unused
ScotApp_698,698unused
ScotApp_598,Nepodarilo sa uložiť formulár %d!
ScotApp_498,Zaplatené:
ScotApp_398,Kazeta vložená
ScotApp_298,298unused
ScotApp_198,Načítanie aplikácie User Exits...
ScotApp_998,Množstvo
ScotApp_898,Ukončovanie aplikácie WTINFO...
ScotApp_1416,Kontrola viackusového balenia
ScotApp_1431,Stornovať všetko
ScotApp_1236,Spracúvanie zostavy...
ScotApp_1770,Zvoľte z výsledkov hľadania.
ScotApp_1000,Nenájdené
ScotApp_1439,Prekročený limit pre tašky (krabice)
ScotApp_1217,STORNO
ScotApp_759,Potiahnite kartu cez platobný terminál.
ScotApp_659,Stav peňazí:
ScotApp_559,Žiadne kupóny
ScotApp_459,Pri tomto nákupe stále zostáva neuhradená suma.
ScotApp_359,Funkcie systému
ScotApp_259,Ukončovanie aplikácie Device Manager...
ScotApp_1007,Žiadosť o pomoc
ScotApp_1438,Prekročený limit nového tovaru
ScotApp_959,Databáza s učením hmotnosti
ScotApp_859,Nie
ScotApp_1216,ZABEZPEČENIE
ScotApp_1373,ZOBRAŤ DARČEKOVÚ KARTU
ScotApp_1005,Vizuálna kontrola
ScotApp_1655,Tržba za oddelenie
ScotApp_1228,POZASTAVENÉ
ScotApp_1725,Alarm zrušený
ScotApp_1006,Iný spôsob platby
ScotApp_496,Limit množstva
ScotApp_1018,rokov minimálne.
ScotApp_1160,"Skontrolujte, či je do klávesnice PIN zapojený kábel.\n\nAk je kábel správne zasunutý, stlačte ""Pokračovať"".\n\nAk chyba pretrváva, reštartujte terminál."
ScotApp_1073,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;DATANEEDEDTYPE=%d;
ScotApp_1424,"Pre pripojenie ručnej čítačky stlačte tlačidlo ""Pripojiť""."
ScotApp_1202,POKLADŇA ZATVORENÁ
ScotApp_679,Zostavy zásahov obsluhy
ScotApp_1792,Len karty
ScotApp_1214,ÚČTENKA
ScotApp_1804,Skončiť len kartový režim
ScotApp_879,879unused
ScotApp_1072,Treba informácie
ScotApp_1631,Chyba overovača bankoviek
ScotApp_1148,Váha neodpovedá.
ScotApp_1244,ÚSPORY DEBETU
ScotApp_1004,Skontrolovať tovar
ScotApp_1282,Chýba cena pre
ScotApp_1071,1071unused
ScotApp_1276,UŽÍVATEĽOM DEFINOVANÉ 18
ScotApp_1200,ZADANIE CENY
ScotApp_1639,Chyba recyklátora mincí
ScotApp_1828,\n    - Hlasitosť %d%%
ScotApp_1308,PIN zadaný
ScotApp_1417,"Ak je tovar vo viackusovom balení, stlačte ""Režim pomoci"" a zrušte ho. Potom načítajte čiarový kód viackusového balenia."
ScotApp_1343,Načítanie aplikácie Security Manager...
ScotApp_779,779unused
ScotApp_1429,<<<Málo mincí. Doplňte.>>>
ScotApp_579,579unused
ScotApp_479,Odovzdajte kupóny.
ScotApp_379,Prijímač bankoviek
ScotApp_279,Potvrďte všetky zaznamenané alarmy.
ScotApp_179,179unused
ScotApp_1865,Nájsť tovar\n bez hmotnosti
ScotApp_1207,OVERENÝ PODPIS
ScotApp_1638,"Skontrolujte káble k recyklátoru mincí a skúste znova. Ak sa chyba znova prejaví, zavolajte servis.\n\nChyba modulu SafePay: %s"
ScotApp_979,Prah = %d požiadaviek zákazníkov
ScotApp_707,Predchádzajúcich 7 dní
ScotApp_607,Nastaviť povinné používanie tašiek
ScotApp_507,Vizuálna kontrola tovaru
ScotApp_307,Iná krabička
ScotApp_207,207unused
ScotApp_107,Pomoc je na ceste
ScotApp_1219,VEKOVÝ LIMIT
ScotApp_907,907unused
ScotApp_807,Odstrániť bezpečnostné visačky
ScotApp_1077,Vráťte tovar na pás
ScotApp_1428,Zmena ceny tovaru: \n%s
ScotApp_1695,Vyriešiť neskôr
ScotApp_1206,NEDEAKTIVOVANÝ TOVAR
ScotApp_1218,ODBER
ScotApp_1782,ZAČAŤ TRANSAKCIU V ASIST. REŽ.
ScotApp_1273,UŽÍVATEĽOM DEFINOVANÉ 15
ScotApp_1624,Presunúť všetky bankovky do kazety
ScotApp_793,793unused
ScotApp_1059,1059unused
ScotApp_593,Načítanie aplikácie NCR SelfServ Checkout SigCap...
ScotApp_493,Účtenka sa vytlačí pod platobným zariadením.
ScotApp_393,Tlačiareň zostáv
ScotApp_293,Žiadosť o pomoc
ScotApp_1205,NAHROMADENIE V BALIACOM PRIESTORE
ScotApp_993,Pokladňa zatvorená
ScotApp_893,Načítanie aplikácie DBM...
ScotApp_1063,1063unused
ScotApp_1414,Táto pokladňa bude mimo prevádzky až do obnovenia prúdu.
ScotApp_1182,LIMIT HODNOTY KUPÓNOV
ScotApp_1201,PLATBA S OBSLUHOU
ScotApp_1075,Limit\nna tovar mimo pása
ScotApp_1348,Pokladňa zatvorená
ScotApp_1671,Otvorte recyklátor bankoviek a vyberte bankovky z kazety. Zatvorte recyklátor.\nVyberte mince z násypky a z misky na drobné.
ScotApp_1204,ČÍSLO DOKUMENTU
ScotApp_1284,1284unused
ScotApp_1062,1062unused
ScotApp_1233,INÝ DRUH PLATBY
ScotApp_27,27unused
ScotApp_1074,Schválenie nepoužitia pása.
ScotApp_1472,Recyklátor bankoviek nie je pripravený
ScotApp_1026,Zrušenie transakcie
ScotApp_1061,1061unused
ScotApp_1617,Zadaná hodnota prekročila kapacitu. Znova zadajte doplňovaný počet do zásobníka vydávača. Maximálna kapacita je %d.
ScotApp_1050,1050unused
ScotApp_744,744unused
ScotApp_1591,Skontrolujte pripojenie káblov k vydávaču mincí
ScotApp_1130,Chyba prijímača bankoviek
ScotApp_1270,UŽÍVATEĽOM DEFINOVANÉ 12
ScotApp_1629,Problém s nastaveniami procesora alebo parametrami systémových dát. Zavolajte servis.\n\nChyba modulu SafePay: %s
ScotApp_1820,"Odstráňte tovar z váhy a stlačte tlačidlo "">0<"" na čítačke."
ScotApp_882,Potvrďte pozastavenie.
ScotApp_1440,Správa bankoviek
ScotApp_1407,REŠTARTOVAŤ
ScotApp_727,727unused
ScotApp_627,Číslo transakcie
ScotApp_527,527unused
ScotApp_427,Míňa sa médium
ScotApp_327,"Zariadenia, ktoré majú chybu:"
ScotApp_227,Čítačka kariet: vložená neplatná karta
ScotApp_127,127unused
ScotApp_665,"Zvoľte ""Zrušiť všetko"" alebo ""Späť""."
ScotApp_1060,ČAKAJTE...
ScotApp_1616,Zadajte doplňovaný počet do zásobníka vydávača. Maximálne môžete doplniť %d.
ScotApp_927,Porucha zariadenia
ScotApp_827,Prejdite čiarovým kódom tovaru nad snímačom a položte ho do baliaceho priestoru.
ScotApp_1540,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_900,Vložte tovar do baliaceho priestoru.
ScotApp_1277,UŽÍVATEĽOM DEFINOVANÉ 19
ScotApp_865,Skontrolovať majiteľa karty
ScotApp_506,506unused
ScotApp_406,406unused
ScotApp_306,Bez krabičky
ScotApp_206,Možnosti sa načítajú.
ScotApp_106,Žiadosť o pomoc
ScotApp_1209,PREKROČENÝ LIMIT DARČEKOVÝCH KARIET
ScotApp_806,Schváliť tovar vyžadujúci vizuálnu kontrolu
ScotApp_1067,1067unused
ScotApp_1418,Prekročená maximálna hmotnosť.
ScotApp_1473,"Zariadenie nie je pripravené. \n\nZapnite ho, skontrolujte komunikačný kábel alebo dajte zariadenie späť do skrinky. "
ScotApp_187,187unused
ScotApp_1716,OH:
ScotApp_1190,ZADANÝ KUPÓN
ScotApp_1602,     Míňajú sa karty vo vydávači kariet (%s)
ScotApp_1149,Chyba tlačiarne účteniek
ScotApp_1066,1066unused
ScotApp_1614,Zásobník vydávača
ScotApp_792,792unused
ScotApp_692,692unused
ScotApp_592,NCR SelfServ Checkout Encryptor načítaná.
ScotApp_492,"Zoberte si drobné, prosím."
ScotApp_392,Neznámy tovar
ScotApp_292,Nedá sa načítať kupón
ScotApp_192,192unused
ScotApp_1241,KREDITNÁ
ScotApp_1197,ZRUŠENÁ TRANSAKCIA
ScotApp_1548,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_992,Zadať dátum narodenia
ScotApp_892,Ukončovanie aplikácie Smart Scale...
ScotApp_1053,"Vyčkajte, kým vám pokladník prinesie potvrdenku na podpis."
ScotApp_1404,Server predajne je vypadnutý alebo nesynchronizovaný. Vypnite terminál vypínačom.
ScotApp_1245,KONTROLA DEBETU
ScotApp_1262,UŽÍVATEĽOM DEFINOVANÉ 4
ScotApp_1471,Chyba recyklátora mincí
ScotApp_1196,ČÍSLO OBČIANSKEHO PREUKAZU
ScotApp_1052,1052unused
ScotApp_1600,Stav vydávača kariet:
ScotApp_1663,zásobník je prázdny alebo zaseknutý
ScotApp_1261,UŽÍVATEĽOM DEFINOVANÉ 3
ScotApp_1125,"Doplňte všetky stĺpce mincí v zásobníku mincí až po vrch.\n\nPrepnite do režimu zamestnanca, zvoľte ""Stav peňazí, papiera"" a stlačte tlačidlo ""Zásobník mincí doplnený""."
ScotApp_1183,ZADANIE CENY
ScotApp_1470,Chyba recyklátora bankoviek
ScotApp_1195,ZMLUVA SO ZÁKAZNÍKOM POZASTAVENÁ
ScotApp_1229,ZAVOLANÁ POMOC
ScotApp_1051,Schválenie dokladu
ScotApp_1607,     Stav zásobníka na odmietnuté peniaze je normálny (%s)
ScotApp_1895,Genr Excp
ScotApp_747,747unused
ScotApp_647,N
ScotApp_447,Váš účet častého zákazníka bol aktivovaný.
ScotApp_347,"Tovar s obmedzením predaja bol zrušený - nedosiahnutý vekový limit. Prosím, odložte tovar nabok."
ScotApp_247,247unused
ScotApp_147,147unused
ScotApp_1260,UŽÍVATEĽOM DEFINOVANÉ 2
ScotApp_1619,"Pozastavenie, dôvod"
ScotApp_769,Potvrďte alebo zrušte pozastavenie.
ScotApp_947,Nový tovar na váženie
ScotApp_847,Načítanie dokončené
ScotApp_1477,Odstránenie problému nájdite v návode na používanie zariadenia.
ScotApp_726,726unused
ScotApp_626,Tolerancia:
ScotApp_526,\nZadaný nesprávny PIN.\nZasuňte inú kartu\n   alebo\nzaplaťte v hotovosti
