ScotApp_779,779unused
ScotApp_1429,<<<För få mynt. Fyll på.>>>
ScotApp_579,579unused
ScotApp_479,Avdrag för kuponger
ScotApp_379,Sedelautomat
ScotApp_279,Kvittera alla registrerade säkerhetsposter.
ScotApp_179,179unused
ScotApp_1865,Sök vara\n utan vikt
ScotApp_1207,GODKÄND SIGNATUR
ScotApp_1638,Kontrollera kablarna till myntrecyklern och försök på nytt. Kalla på support om felet uppstår igen.\n\nFel på säker betalning: %s
ScotApp_979,Gränsvärde = %d kundförfrågningar
ScotApp_707,Senaste veckan
ScotApp_607,Ange obligatorisk nedpackning
ScotApp_507,Kontrollera varorna visuellt
ScotApp_307,Annan förpackning
ScotApp_207,207unused
ScotApp_107,Hjälp kommer
ScotApp_1219,ÅLDERSBEGRÄNSAD
ScotApp_907,907unused
ScotApp_807,Ta bort stöldskydd
ScotApp_1077,Lägg tillbaka varorna på bandet
ScotApp_1428,Ändra varans pris: \n%s
ScotApp_1695,Åtgärda senare
ScotApp_1206,VARAN EJ DEAKTIVERAD
ScotApp_1218,HÄMTA
ScotApp_1782,STARTA TRANSAKTIONEN I LÄGET PERSONAL
ScotApp_1273,USERDEFINED15
ScotApp_1624,Överför alla sedlar till kassett
ScotApp_793,793unused
ScotApp_1059,1059unused
ScotApp_593,NCR SelfServ Checkout SigCap laddas...
ScotApp_493,Ditt kvitto skrivs ut under kortläsaren.
ScotApp_393,Journalskrivare
ScotApp_293,Begära hjälp
ScotApp_1205,PACKHYLLA SÄKERHETSKOPIA
ScotApp_993,Kassan stängd
ScotApp_893,DBM laddas…
ScotApp_1063,1063unused
ScotApp_1414,Kassan kan inte användas innan strömmen kopplas in igen.
ScotApp_1182,BELOPPSGRÄNS FÖR KUPONG
ScotApp_1201,MANUELL BETALNING
ScotApp_1075,Begränsning\Hoppa över band
ScotApp_1348,Kassan stängd
ScotApp_1671,Öppna sedelrecyklern och ta ur sedlarna ur kassetten. Stäng recyklern.\nTa bort mynten från kassetten och växelskålen. 
ScotApp_1204,DOKUMENTNUMMER
ScotApp_1284,1284unused
ScotApp_1062,1062unused
ScotApp_1233,ANNAN BETALNING
ScotApp_27,27unused
ScotApp_1074,Godkänt att hoppa över band.
ScotApp_1472,Kontantrecirkuleringsenheten ej klar
ScotApp_1026,Avbryta trans.
ScotApp_1061,1061unused
ScotApp_1617,Angivet antal överskrider kapaciteten. Ange Laddat antal för utmatarkassetten på nytt. Maxkapaciteten är %d.
ScotApp_1050,1050unused
ScotApp_744,744unused
ScotApp_1591,Kontrollera kabelanslutningarna till myntutmataren
ScotApp_1130,Fel på sedelinmatare
ScotApp_1270,USERDEFINED12
ScotApp_1629,Problem med processorinställningar eller systemdataparametrar.  Kontakta service.\n\nFel på säker betalning: %s
ScotApp_1820,"Ta bort varan från vågen och tryck på "">0<"" på avläsningsenheten."
ScotApp_882,Bekräfta paus.
ScotApp_1440,Sedelhantering
ScotApp_1407,STARTA OM SYSTEMET
ScotApp_727,727unused
ScotApp_627,Transaktionsnr:
ScotApp_527,527unused
ScotApp_427,Media låg
ScotApp_327,Enheten är offline. Kontrollera anslutningar och/eller händelseloggen:
ScotApp_227,Ett ogiltigt kort har satts in i kortläsaren
ScotApp_127,127unused
ScotApp_665,"Välj ""Ta bort alla"" eller ""Gå tillbaka"" för att fortsätta."
ScotApp_1060,VÄNTA…
ScotApp_1616,Ange Laddat antal för utmatarkassetten. Maxantalet för laddning är %d.
ScotApp_927,Fel på enhet
ScotApp_827,Håll streckkoden framför avläsningsfönstret och lägg sedan varan i kassen på packhyllan.
ScotApp_1540,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_900,Lägg varan på packhyllan.
ScotApp_1277,USERDEFINED19
ScotApp_865,Bekräfta kortinnehavare
ScotApp_506,506unused
ScotApp_406,406unused
ScotApp_306,Ingen förpackning
ScotApp_206,Alternativen kommer att laddas.
ScotApp_106,Hjälp behövs
ScotApp_1209,GRÄNSEN FÖR PRESENTKORT ÖVERSKRIDEN
ScotApp_806,Godkänn visuellt godkända varor
ScotApp_1067,1067unused
ScotApp_1418,Maxvikten är överskriden.
ScotApp_1473,"Device is not ready. \n\nTurn power on, check Communication cable, or put unit back into cabinet."
ScotApp_187,187unused
ScotApp_1716,FV:
ScotApp_1190,ANGIVEN KUPONG
ScotApp_1602,     Kortutmatarkassetten är tom (%s)
ScotApp_1149,Fel på kvittoskrivaren
ScotApp_1066,1066unused
ScotApp_1614,Utmatarkassett
ScotApp_792,792unused
ScotApp_692,692unused
ScotApp_592,NCR SelfServ Checkout Encryptor laddat.
ScotApp_492,Ta växeln.
ScotApp_392,Okända varor
ScotApp_292,Det går inte att läsa in kupongen
ScotApp_192,192unused
ScotApp_1241,KREDIT
ScotApp_1197,TRANSAKTIONEN AVBRUTEN
ScotApp_1548,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_992,Ange födelsedatum
ScotApp_892,Smart Scale avslutas...
ScotApp_1053,Vänta tills kassören kommer med lappen som ska skrivas under.
ScotApp_1404,Affärens kassasystem är ur funktion eller osynkroniserat. Stäng av terminalen med strömbrytaren.
ScotApp_1245,DEBITERA CHECKKONTOT
ScotApp_1262,USERDEFINED4
ScotApp_1471,Fel på myntrecirkuleringsenheten
ScotApp_1196,KÖRKORTSNUMMER
ScotApp_1052,1052unused
ScotApp_1600,Kortutmatare status:
ScotApp_1663,tom kassett eller stopp i kassett
ScotApp_1261,USERDEFINED3
ScotApp_1125,"Fyll upp alla myntrör i myntkassetten helt.\n\nÖppna läget Personal och välj ""Status Kontanter/Papper"" och tryck på knappen ""Växelmynt påfyllt""."
ScotApp_1183,PRISFRÅGA
ScotApp_1470,Fel på sedelrecirkuleringsenheten
ScotApp_1195,CSA-AVBROTT
ScotApp_1229,HJÄLP TILLKALLAD
ScotApp_1051,Godkännande av lapp
ScotApp_1607,     Returkassetten är normal (%s)
ScotApp_1895,Genr Excp
ScotApp_747,747unused
ScotApp_647,N
ScotApp_447,Ditt stamkundskonto är aktiverat.
ScotApp_347,Inköpet av åldersbegränsad vara stoppat. Åldersgränsen uppfylls inte. Lägg varan åt sidan.
ScotApp_247,247unused
ScotApp_147,147unused
ScotApp_1260,USERDEFINED2
ScotApp_1619,Pausa
ScotApp_769,Bekräfta eller avbryt paus.
ScotApp_947,Ny vikt vara
ScotApp_847,Inläsning avslutad
ScotApp_1477,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_726,726unused
ScotApp_626,Tolerans:
ScotApp_526,\nDu har angett fel PIN-kod.\nDra ett annat kort\n   -eller-\nBetala kontant
ScotApp_426,Kassa nr:
ScotApp_326,Födelsedatumet uppfyller inte åldersgränsen för varorna.  
ScotApp_226,Kortläsaren fungerar inte
ScotApp_126,(ååmmdd¤).
ScotApp_1606,     Returkassetten är normal
ScotApp_926,Varorna har inte lagts tillbaka på packhyllan.
ScotApp_826,Packa inte
ScotApp_1267,USERDEFINED9
ScotApp_1618,En sedelutmatarkassett är felinsatt eller saknas.\n\nSätt i sedelkassetten så att den hakar fast.
ScotApp_1181,KUPONGGRÄNS ÖVERSKRIDEN
ScotApp_205,Kopieringen är klar.
ScotApp_105,Okänd vara
ScotApp_1476,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1730,Sök
ScotApp_1390,Enheten fungerar inte
ScotApp_805,Godkänn varorna
ScotApp_1864,Gå till kassan
ScotApp_1408,HJÄLP
ScotApp_1266,USERDEFINED8
ScotApp_1180,INGEN PRISÖVERENSSTÄMMELSE
ScotApp_1208,SÅLD I HJÄLP-LÄGE
ScotApp_1475,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1397,Personal
ScotApp_1748,Fel vid fingeravtrycksinlogging
ScotApp_718,718unused
ScotApp_618,Vikttolerans
ScotApp_518,Betala med kontanter.
ScotApp_1253,PIP STAMKUND
ScotApp_1604,     Kortutmatarkassetten är normal (%s)
ScotApp_218,Skrivaren är nästan tom
ScotApp_118,Detta måste godkännas
ScotApp_552,Personal-ID och lösenord får inte börja med noll.
ScotApp_791,Välj betalningssätt
ScotApp_691,691unused
ScotApp_591,NCR SelfServ Checkout Encryptor laddas...
ScotApp_391,Varor som prisuppgift måste anges för
ScotApp_918,Ingen registrering av varans vikt.
ScotApp_1187,ENHETSFEL
ScotApp_991,Ålderskontroll
ScotApp_891,Smart Scale laddat.
ScotApp_1474,Maskinvarufel. Felkod E%d
ScotApp_1396,Avsluta läget Personal
ScotApp_1252,PIP DEBIT KONTANTUTTAG
ScotApp_1732,PL-bilder hämtade.
ScotApp_1461,Mynt
ScotApp_1166,* Öppna luckan till skrivaren.\n* Frigör skrivaren och skjut den bakåt.\n*Öppna skrivaren och kontrollera om papper har fastnat.\n* Stäng skrivaren och sätt i papper.\n* Dra skrivaren försiktigt framåt tills den låses i rätt läge.
ScotApp_1186,OVÄNTAD MINSKNING
ScotApp_1857,  Lägg inte på bandet
ScotApp_1829,Godkänna
ScotApp_1670,Fel på mynt eller sedelrecyklern
ScotApp_1198,ANGIVET KONTONUMMER
ScotApp_1869,Hand skymmer
ScotApp_1251,PIP DEBIT
ScotApp_1855,Valfritt
ScotApp_767,Medianivån normal
ScotApp_667,Kortet är draget. Läs in dina varor och kuponger.
ScotApp_567,Enter
ScotApp_467,467unused
ScotApp_367,367unused
ScotApp_267,Säkerhet
ScotApp_1460,Sedlar
ScotApp_1185,GRÄNSVÄRDE FÖR KASSE/LÅDA ÖVERSKRIDEN
ScotApp_1009,Läget Personal
ScotApp_867,Nej
ScotApp_1856,  Packa inte ned i kassen
ScotApp_1677,Kontrollera att dörren till myntrecyklern är stängd.
ScotApp_746,746unused
ScotApp_646,J
ScotApp_1394,Fel i digitalt gränssnitt
ScotApp_446,Pausa transaktion
ScotApp_346,Bankomat (kontantuttag)
ScotApp_246,246unused
ScotApp_146,Välj betalningssätt.
ScotApp_1501,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1609,     Returkassetten är nästan full
ScotApp_1194,GODKÄNNANDENUMMER
ScotApp_946,Kasse/Låda godkänt
ScotApp_846,"Läs in varor eller tryck på ""Inläsning avslutad""."
ScotApp_1843,Eg. k.
ScotApp_1467,"Använd skärmen ""Status Kontanter/Papper"" för att ta bort kontanter."
ScotApp_725,725unused
ScotApp_625,Ange en vikttolerans mellan <%s> och <%s>.
ScotApp_1381,Behandlar...
ScotApp_425,425unused
ScotApp_325,Det angivna datumet är inte ett giltigt datum
ScotApp_225,Kortläsarens kortkassett är isatt
ScotApp_1676,Dörren till myntrecyklern är öppen
ScotApp_925,925unused
ScotApp_825,Packa varan
ScotApp_1608,     Returkassetten är tom
ScotApp_1842,Fullständig hjälp
ScotApp_1808,Markera varan på kvittot.
ScotApp_1466,Status full för kontantrecirkulering
ScotApp_1380,pris
ScotApp_1854,Valfritt
ScotApp_1675,Fel på myntrecyklern
ScotApp_1597,Stamkundskort
ScotApp_1350,%s\n%s %s tillagt
ScotApp_738,738unused
ScotApp_638,Info om effektiv WLDB-tolerans
ScotApp_538,538unused
ScotApp_338,Skriv de tre första bokstäverna i varuspecifikationen.
ScotApp_238,\nSedelautomaten registrerar inte inmatade sedlar.\n\nKontrollera sedelkassetten.
ScotApp_138,Ta kortet
ScotApp_1170,* Öppna skrivaren och kontrollera om papper har fastnat i området som visas nedan. \n* Ta bort papperet.\n* Stäng skrivaren och fyll på papper igen.\n* Starta om terminalen om felet kvarstår.
ScotApp_1841,Gå till kassan för godkännande
ScotApp_1740,Kontrollera kasse
ScotApp_938,938unused
ScotApp_838,Kundavtal
ScotApp_1133,Stopp i sedelinmataren.
ScotApp_1387,"Ett allvarligt fel har inträffat i programmet.\nStarta om terminalen:\n\nFör att starta om terminalen:\n* Vrid systemlåset till läget 'S' -ELLER- tryck på knappen Systemansvarig.\n* Välj ""Starta om hela systemet"".\n* Kontakta support och informera om felet."
ScotApp_1674,Tryck på returknappen för att få bort mynt som fastnat. Om felet återkommer kan ett mynt ha fastnat. Öppna myntlocket och säkra det. Ta bort mynt som fastnat. Tryck på returknappen för att återställa. Lossa och stäng myntlocket.
ScotApp_1650,(ddmmaa)
ScotApp_690,690unused
ScotApp_590,Device Factory avslutas...
ScotApp_490,"Läs in dina varor eller tryck på ""Starta"" för att börja."
ScotApp_390,Indragna varor
ScotApp_290,290unused
ScotApp_190,Transaction Broker laddas...
ScotApp_990,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;
ScotApp_890,Smart Scale laddas...
ScotApp_1772,Kupong
ScotApp_1661,"Kan inte skriva ut kvitto.  Tryck på ""Andra kvitton"" för att försöka igen."
ScotApp_1132,Kommunikationsfel.
ScotApp_1386,Allvarligt fel
ScotApp_784,Sedelutmataren fungerar inte\n*Fyll på sedlar eller \n*Ågärda stopp eller\n*Rätta till returkassetten.
ScotApp_684,Idag
ScotApp_584,EBT avvisat.
ScotApp_484,Signatur behövs
ScotApp_384,384unused
ScotApp_284,Avläsare: Data har förlorats
ScotApp_1595,Primärt språk
ScotApp_1451,Kassör-ID
ScotApp_984,Transportbandet laddat.
ScotApp_884,Avbryt paus
ScotApp_1847,"Varan tillagd. Läs in nästa vara eller tryck på ""Slå in koden""."
ScotApp_1660,Välj utskriftsalternativ
ScotApp_1131,Sedelkassetten är felinsatt eller saknas.
ScotApp_1385,Välj språk
ScotApp_1436,"Gränsvärdet för ""Packa inte"" överskridet"
ScotApp_1049,1049unused
ScotApp_666,666unused
ScotApp_1594,Stäng av terminalen helt och starta om den.
ScotApp_466,   Okänd vara inläst
ScotApp_366,Skrivarkniven har fastnat
ScotApp_266,Sec.Agent avslutas...
ScotApp_966,966unused
ScotApp_1541,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1846,"Läs in varan eller tryck på ""Slå in koden""."
ScotApp_1667,Sedelstopp
ScotApp_1689,Fel på sedelrecyklern
ScotApp_745,745unused
ScotApp_645,Lägg tillbaka den inlästa varan på packhyllan.
ScotApp_1581,Myntutmatare
ScotApp_445,Kontantförmåner
ScotApp_345,345unused
ScotApp_245,Kortläsaren fungerar inte
ScotApp_145,145unused
ScotApp_945,Begränsning\Kasse/Låda
ScotApp_713,713unused
ScotApp_613,Lägg varan på kontrollvågen.
ScotApp_513,513unused
ScotApp_313,313unused
ScotApp_213,213unused
ScotApp_113,Ta bort varor
ScotApp_1573,Tryck på Ladda-knapparna för att fylla på eller tryck på knapparna Inmatarfångare och Utmatarfångare för att ta bort.
ScotApp_913,Oförutsedd vara på kontrollvågen.
ScotApp_813,"Skriv ordernr / arbetsnr och tryck på ""OK""."
ScotApp_1666,Fel på sedelrecyklern
ScotApp_1137,%s-sedelkassetten saknas.
ScotApp_1580,Sedelutmatare
ScotApp_758,758unused
ScotApp_658,liten mängd sedlar
ScotApp_558,Vara med kvantitetsbegränsning
ScotApp_1653,Beloppet överskrider kapaciteten. Maxbeloppet för laddning är %s. Beloppet %s anges automatiskt.
ScotApp_358,Återgå till Hjälp
ScotApp_258,Transaction Broker avslutas...
ScotApp_158,Den här varan måste godkännas av personalen. Fortsätt.
ScotApp_1844,Sök
ScotApp_958,Kontrollvåg
ScotApp_858,Ja
ScotApp_1136,Returkassetten är felinsatt eller saknas.
ScotApp_1587,Vill du verkligen ignorera ändringarna på sedelhanteringsskärmen?
ScotApp_1531,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1599,Sökning efter prioritering %s misslyckades.
ScotApp_1652,(aammdd)
ScotApp_1123,"* Fortsätt INTE innan alla sedlar som har fastnat är borttagna.\n* Ta försiktigt ut sedelutmataren ur skåpet.\n* Ta bort sedlar från utmatarens ovansida utan att banden påverkas.\n* Skjut in sedelutmataren i skåpet.\n*  Lås dörren och tryck sedan på ""Problemet ar åtgärdat""."
ScotApp_1342,Välj verktyg
ScotApp_1332,Blanksteg
ScotApp_1586,%s    %s  %s
ScotApp_1444,Ta bort
ScotApp_1598,Prioritering aktiverad.
ScotApp_1651,(aaaammdd)
ScotApp_1122,Sedlar kan ha fastnat i utmatningsområdet.\n\nDra ut sedelutmataren en bit ur skåpet.\n\nTa bort sedlar som fastnat i det område som visas.\nSkjut noggrant tillbaka sedelutmataren i skåpet.
ScotApp_1331,Skift
ScotApp_1585,Kassetter              Ändring av valör
ScotApp_1118,Problem med att mata ut %s-sedlar.\n\n%s-sedlar kan inte hämtas från kassetten.\n\nTa ut %s-kassetten och kontrollera sedlarnas skick.
ScotApp_1884,Smart Assist-larm
ScotApp_1191,ANGE MÅTT
ScotApp_1121,Sedlar kan ha fastnat i det område som visas.\n\nDra ut sedelutmataren en bit ur skåpet.\n\nTa bort sedlar som fastnat.\n\nSkjut noggrant tillbaka sedelutmataren i skåpet.
ScotApp_503,503unused
ScotApp_403,403unused
ScotApp_1849,
ScotApp_1330,Varan har inte packats
ScotApp_1355,Ditt saldo
ScotApp_1584,Kassetter              Ändring av antal
ScotApp_465,%s               %s
ScotApp_365,Skrivarhuvudet har fastnat
ScotApp_265,265unused
ScotApp_965,965unused
ScotApp_633,Signatur:
ScotApp_433,433unused
ScotApp_333,Luckan i kortläsaren har fastnat
ScotApp_233,Kontrollera att sedelinmataren är rätt installerad.\n\nDra handtaget framåt för att frigöra den och dra den sedan framåt.\n\nSkjut in sedelinmataren så långt det går.
ScotApp_133,133unused
ScotApp_1120,En sedel kan ha fastnat framför %s-sedelkassetten.\n\nTa ut %s-kassetten och kontrollera om någon sedel har fastnat.\n\nTa bort eventuella sedlar och sätt tillbaka kassetten.
ScotApp_1805,Avsluta läget Endast kontanter
ScotApp_933,Viktfel
ScotApp_833,833unused
ScotApp_1337,Avsluta SelfServ Checkout
ScotApp_1780,STARTA TRANSAKTIONEN
ScotApp_712,712unused
ScotApp_612,Lägg till vikt
ScotApp_512,Visuella godkännanden
ScotApp_312,stopp i kassetten
ScotApp_212,212unused
ScotApp_112,Godkänn kvantiteten
ScotApp_1081,Visa\nAlla kassor
ScotApp_778,778unused
ScotApp_678,678unused
ScotApp_578,Avsluta Card Tender.  Växel.
ScotApp_478,Avdrag för kuponger.
ScotApp_378,Kvittoskrivare
ScotApp_278,Säkerhetslogg
ScotApp_1127,Anslut på nytt
ScotApp_1802,Acceptera endast kort
ScotApp_978,Gränsvärde = %d
ScotApp_878,Ange pris.
ScotApp_1533,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1787,Ange antalet plastkassar. Ange 0 om du inte har använt någon plastkasse.
ScotApp_1799,Läget Endast kort
ScotApp_1309,* Skjut in kassetten tills den hakar fast.\n* Kontrollera att sedelinmatarens motor startar.
ScotApp_1323,Restvikt
ScotApp_1079,Lägg tillbaka den inlästa varan på bandet.
ScotApp_1382,(Std)
ScotApp_1532,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1786,Avgift för plastkasse
ScotApp_1094,Skriv ut signaturer
ScotApp_1113,%s @ %s/%s\t%s
ScotApp_1798,Läget Endast kontanter
ScotApp_1322,Fel på kupongsensor\nKommunikationsfel.
ScotApp_1078,Välj inställning för förväntad vikt. (Kunden ska lägga varorna på bandet.)
ScotApp_1334,  Varan är inte på bandet
ScotApp_1785,Ogiltig inloggning. Logga in igen och använd knappsatsen eller ditt fingeravtryck.
ScotApp_1046,Ta med %s till kassören och betala där.
ScotApp_1696,Förhållandet tillrättat
ScotApp_1112,%s @ %s %s/%s\t%s
ScotApp_1158,Fel på PIN-knappsats/EFT-enhet
ScotApp_1065,1065unused
ScotApp_1321,Avsluta kupongbetalning.  Växel.
ScotApp_764,764unused
ScotApp_1530,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1784,STORPACKSVARA
ScotApp_1070,1070unused
ScotApp_49,49unused
ScotApp_1111,  Kvt %s @ %s/%s\t%s
ScotApp_753,Igår per timme
ScotApp_653,"Ange kupongvärdet i ören och tryck på ""OK""."
ScotApp_453,Myntautomatens status - full
ScotApp_353,Gå tillbaka
ScotApp_253,253unused
ScotApp_153,153unused
ScotApp_1320,Starta kupongbetalning.
ScotApp_953,"Stäng av och starta om terminalen\n* Vrid systemlåset till ”S” - ELLER -  tryck på knappen Systemansvarig.\n* Välj ""Kör LÄGG TILL Vid Nästa Omstart"". Välj ""Ja"" för att bekräfta.\n* Välj ""Stäng ned hela systemet"".\n* När skärmen slocknar stänger du av terminalen på UPS eller stänger av nätströmmen.\n* Starta terminalen. Kontrollera händelsegranskaren. Kontakta service om felet återkommer."
ScotApp_853,Fyra varor
ScotApp_1845,Kvitto
ScotApp_1537,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_732,732unused
ScotApp_632,632unused
ScotApp_532,Vara med åldersbegränsning
ScotApp_432,EBT
ScotApp_332,Lämnar läget Hjälp
ScotApp_232,* Ta ur sedelinmataren och kassetten.\n* Kontrollera om något har fastnat i kassetten.\n* Öppna luckorna på inmatarens ovansida och kontrollera om sedlar har fastnat.\n* Stäng luckorna ordentligt.\n* Sätt tillbaka sedelinmataren och kassetten.
ScotApp_132,132unused
ScotApp_1110,  Kvt %s @ %s/styck\t%s
ScotApp_1242,DEBIT
ScotApp_1285,Populära
ScotApp_932,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;
ScotApp_832,832unused
ScotApp_1327,"Tryck på den rapport du vill ha och tryck sedan på ""Kör rapport""."
ScotApp_711,711unused
ScotApp_611,Välj funktion.
ScotApp_511,Jämför kundens signatur med den på kortet.
ScotApp_411,Ta stamkundskort
ScotApp_311,kassetten är tom
ScotApp_111,Nollställ vågen
ScotApp_1789,KUPONG
ScotApp_1536,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_911,Kvittera säkerhet
ScotApp_811,Läs in ditt presentkort. Kontrollera om det finns fler varor i korgen.
ScotApp_1628,Processorfel
ScotApp_1523,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1349,%s\n %s\n%s %s förväntat\n%s %s noterat
ScotApp_1892,Säkerhetsanalys
ScotApp_1279,CHECK
ScotApp_1535,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1057,1057unused
ScotApp_1441,Mynthantering
ScotApp_1313,* Kontrollera om papper har fastnat i skrivaren.\n* Fyll på papper.\n* Stäng av och starta om terminalen.
ScotApp_1681,Fel på sedelrecyklern
ScotApp_1069,1069unused
ScotApp_1325,Lägg varan på vågen.
ScotApp_1278,USERDEFINED20
ScotApp_1103,Föregående
ScotApp_1534,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1056,1056unused
ScotApp_1312,* Ta ur sedelkassetten.\n* Öppna och ta ur sedlarna.\n* Stäng och sätt in den i sedelautomaten.\n* Kontrollera att sedelinmatarens motor startar och att de gröna lamporna lyser.
ScotApp_1265,USERDEFINED7
ScotApp_1850,Enheter med fel
ScotApp_1213,OKÄND
ScotApp_1521,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_139,Ta kvittot
ScotApp_1043,Använd läget Hjälp när du tar emot %s från kunden.
ScotApp_1401,Hjälp pågår.\n\nVänta...
UnknownItemMessage,Hjälp kommer strax.\n\nFortsätt med dina inköp.
TimeRestrictedItemMessage,Du kan inte köpa den här varan nu.\n\nLägg den åt sidan och fortsätt med dina inköp.
ItemQuantityExceededMessage,Du har överskridit tillåten kvantitet för den här varan.\n\nLägg den åt sidan och fortsätt.
WeightMismatch,Kontrollerar varans vikt.\n\nVänta…
ItemQuantityExceeded,För stor kvantitet Varor med
WaitForRemoteAssistanceTitle,Fjärrkassör
ScotApp_489,Tack för att du använder NCR SelfServ Checkout.
ScotApp_273,Läs inte in just nu.\nLägg varan åt sidan.
ScotApp_431,Ogiltigt stamkundskort. Kontrollera.
ScotApp_410,Hjälp behövs:
ScotApp_1739,Vänta på kassören.\nKassarna kunde inte kontrolleras automatiskt.\nHar du råkat ställa något annat än en kasse på packhyllan tar du bort det nu.
ScotApp_73,Återgå till Kund
ScotApp_772,Du har begärt att den aktuella transaktionen ska pausas.\nBekräfta eller avbryt denna begäran.
ScotApp_530,Läsfel för kortet.\nAnvänd ett annat kort.\n   -eller-\nBetala kontant.\n   -eller-\nTillkalla hjälp.
ScotApp_524,Du har angett fel PIN-kod.\nAnge PIN-koden på nytt på kortläsaren.
ScotApp_397,Använd läget Hjälp för att sälja giltiga varor.\nHämta andra varor som inte ska säljas.
ScotApp_171,"""%s""\n\nÄr %d rätt?"
ScotApp_1374,\n---------------------------------------\n
ScotApp_1646,Transaktionen är pausad. Lägg alla varorna åt sidan.
ScotApp_495,Du har överskridit tillåten kvantitet för den här varan.\n\nLägg den åt sidan och fortsätt.
ScotApp_529,Ta bort kortet och...\nSätt in ett annat kort.\n   -eller-\nBetala kontant.\n   -eller-\nTillkalla hjälp.
ScotApp_275,Betala inte med betalkort just nu.\nTa kortet.
ScotApp_1891,Systemets verifiering pågår. \nVänta...
ScotApp_1750,Vänta medan fingeravtrycket behandlas.
ScotApp_169,Vill du fortsätta med dina inköp?
ScotApp_415,Ta ditt stamkundskort.\nKortet är redan inläst.
ScotApp_1793,Maskinen accepterar endast kredit/debit-kort just nu.\nVill du fortsätta?
ScotApp_477,Läs in kupongerna.\nEfter att kvittot har skrivits ut:\n— Samla ihop dina varor.\n— Ta med kvittot och kupongerna till betalkassan.
ScotApp_177,Alla inköp har avbrutits. Lägg alla varorna åt sidan.
ScotApp_656,Lägg <%s> åt sidan.\nPersonalen hjälper dig.
ScotApp_1709,Betala inte med sedlar eller mynt just nu.\nTa din växel.\nSedlar matas ut under avläsaren.
ScotApp_435,Välj förmånstyp.\nOm du vill använda matkuponger måste de användas före andra förmåner.
ScotApp_808,Ta med de stöldskyddade varorna till kassören.
ScotApp_294,"Tryck på ""Tillkalla hjälp"" om du vill ha hjälp av personalen."
ScotApp_1287,Vänta ...\nKontrollerar varans vikt.
ScotApp_525,Du har angett fel PIN-kod.\nTa bort kortet och...\nSätt in ett annat kort\n   -eller-\nBetala kontant
ScotApp_480,Ta sedan med dig kvittot och varorna till kassören. 
ScotApp_1751,* Maxvikten är överskriden.\n* Ta bort varorna från kontrollvågen.
ScotApp_175,"Vill du ta bort \n""%s""\nfrån kvittot?"
ScotApp_1746,Fingeravtrycksservern kan inte nås.\nFörsök igen.
ScotApp_1839,Vänta på personal.\nLäs inte in just nu. Lägg varan åt sidan..
ScotApp_501,Signera kvittot och vänta på personalens godkännande.
ScotApp_414,Ta ditt stamkundskort.\nRabatter avräknas inte. De kommer att skickas till dig.
ScotApp_563,Ett fel inträffade när Hard Totals initierades.\nProgrammet avslutas nu.
ScotApp_263,Det går inte att ta bort varan före kupongen.\nTa bort kupongen först.
ScotApp_800,"Kontrollera korgen.\n\nLäs in ytterligare varor nu eller\nTryck på ""OK"" för att betala."
ScotApp_134,Godkännande pågår. \nVänta.
ScotApp_620,Ange tolerans
ScotApp_161,"%s\nAnvänd knappsatsen för att ange kvantitet och tryck på ""OK""."
ScotApp_440,Dina kontantförmåner räcker inte.\nVill du använda ytterligare kontantförmåner på %s för detta inköp?
ScotApp_184,%s kommer att dras från ditt konto.
ScotApp_274,Betala inte med kontanter just nu.\nTa pengarna.
ScotApp_1744,Ditt fingeravtryck kunde inte registreras.\nFörsök igen.
ScotApp_160,Varan är indragen.\nHjälp kommer strax.\nLägg varan åt sidan och fortsätt med dina inköp.
ScotApp_1795,"Eller begränsa till ""Endast kort""."
ScotApp_159,Varans pris är inte känt.\nHjälp kommer strax.\nLägg varan åt sidan och fortsätt med dina inköp.
ScotApp_458,Välj förmånstyp.\nMatkuponger kan inte användas för det här inköpet.
ScotApp_1329,Vänta ...\nKontrollerar varans vikt.\nDubbla vikten nedpackad.
