AgeCheckLaneButtonText,Age Check
ScotApp_1579,Receptáculo Notas
ScotApp_1580,Distribuidor Notas
ScotApp_1581,Distribuidor Moedas
ScotApp_1582,Estado Meios
ScotApp_1583,dinheiro em baixo (%s)
ScotApp_1584,Recipientes              Contagem Alteração na Contagem
ScotApp_1585,Recipientes              Valor Alteração no Valor
ScotApp_1586,%s    %s  %s
ScotApp_1587,Deseja ignorar as alterações no ecrã de Gestão de Notas?
ScotApp_1588,"Cada recipiente deve ser esvaziado antes de seleccionar o botão ""Recolha Distribuidor"". Esvazie cada tubo de moedas e depois toque em ""Recolha Distribuidor""."
ScotApp_1589,MOEDAS RETIRADAS
ScotApp_1590,RECIPIENTE %S MOEDAS BLOQUEADAS
ScotApp_1591,Verifique o Cabo de Comunicação com o distribuidor de moedas
ScotApp_1592,Retire as moedas do recipiente bloqueado. Incline o recipiente. Vire o parafuso para a direita até que a moeda seja retirada. Não use demasiada força.
ScotApp_1593,Retirar Moedas
ScotApp_1594,Encerre devidamente e reinicie o terminal.
ScotApp_1595,Idioma Preferido
ScotApp_1597,Cartão de Cliente
ScotApp_1598,Preferências Activadas.
ScotApp_1599,%s falhou a procura de preferência.
ScotApp_1600,Distribuidor Cartões Estado:
ScotApp_1601,     Recipiente Distribuidor Cartões em baixo
ScotApp_1602,     Recipiente Distribuidor Cartões em baixo (%s)
ScotApp_1603,     Recipiente Distribuidor Cartões normal
ScotApp_1604,     Recipiente Distribuidor Cartões normal (%s)
ScotApp_1605,     Recipiente Distribuidor Cartões vazio
ScotApp_1606,     Recipiente rejeitado normal
ScotApp_1607,     Recipiente rejeitado normal (%s)
ScotApp_1608,     Recipiente rejeitado vazio
ScotApp_1609,     Recipiente rejeitado quase cheio
ScotApp_1610,     Recipiente rejeitado quase cheio (%s)
ScotApp_1611,     Recipiente rejeitado cheio
ScotApp_1612,Gestão de Cartões
ScotApp_1613,Recipiente Rejeitado
ScotApp_1614,Recipiente Distribuidor
ScotApp_1615,Toque no botão de Recolha Distribuidor para esvaziar
ScotApp_1616,Insira o valor do Recipiente Distribuidor. O valor máximo que pode inserir é %d.
ScotApp_1617,Valor inserido excede a capacidade. Volte a inserir o valor para Recipiente Distribuidor. Capacidade máxima é %d.
ScotApp_1618,Cassete de notas ausente ou mal inserido.\n\nInstale ou reponha a cassete até que fique bloqueada.
ScotApp_1619,Suspensão
ScotApp_1620,Desbloquear Tampa Notas
ScotApp_1621,Desbloquear Cassete Notas
ScotApp_1622,Cassete
ScotApp_1623,Transferir Notas para Cassete para Recolha
ScotApp_1624,Transferir Todas as Notas para Cassete
ScotApp_1625,"Insira moedas para recarregar ou toque em ""Retirar Moedas"" para esvaziar."
ScotApp_1626,Insira dinheiro para recarregar ou seleccione outra função.
ScotApp_1627,Erro Reciclagem Moedas/Notas
ScotApp_1628,Erro CPU
ScotApp_1629,Problema com configurações do CPU ou parâmetros Sysdata. Chame a Assistência.\n\nErro SafePay: %s
ScotApp_1630,Erro Reciclagem Notas
ScotApp_1631,Erro Validação Notas
ScotApp_1632,"Retire a Tampa de Notas. Verifique o cabo do Inspector de Notas e tente de novo. Se o erro voltar a ocorrer, chame a Assistência.\n\nErro SafePay: %s"
ScotApp_1633,Erro Reciclagem Notas
ScotApp_1634,Problema Cabo
ScotApp_1635,"Verifique o Cabo da Reciclagem de Notas e tente de novo.   Se o erro voltar a ocorrer, chame a Assistência.\n\nErro SafePay: %s"
ScotApp_1636,Erro Reciclagem Moedas
ScotApp_1637,Problema Cabo
ScotApp_1638,"Verifique os cabos da Reciclagem Moedas e tente de novo. Se o erro voltar a ocorrer, chame a Assistência.\n\nErro SafePay: %s"
ScotApp_1639,Erro Reciclagem Moedas
ScotApp_1640,Erro Alimentador
ScotApp_1641,"Recarregue o alimentador de moedas e continue. Se as moedas não forem distribuídas, o alimentador pode estar bloqueado. Chame a Assistência.\n\nErro SafePay: %s"
ScotApp_1642,Erro Reciclagem Notas
ScotApp_1643,Erro Reciclagem Notas
ScotApp_1644,Tampa Reciclagem Moedas Ausente
ScotApp_1645,Verifique se a tampa das notas está devidamente inserida.
ScotApp_1647,(mmddaaaa)
ScotApp_1648,(mmddaa)
ScotApp_1649,(ddmmaaaa)
ScotApp_1650,(ddmmaa)
ScotApp_1651,(aaaammdd)
ScotApp_1652,(aammdd)
ScotApp_1653,Quantidade excede a capacidade. Quantidade máxima necessária é %s. Quantidade de %s automaticamente inserida.
ScotApp_1654,Contagem excede a capacidade. Contagem máxima necessária é %d. Contagem de %d automaticamente inserida.
ScotApp_1655,Dept. Vendas
ScotApp_1656,"Insira o código de Dept. e toque em ""Enter""."
ScotApp_1657,Dept. Inválido
ScotApp_1658,Verifique se o cliente recebeu o troco certo.
ScotApp_1659,Imprimir Factura
ScotApp_1660,Seleccionar opção impressão
ScotApp_1661,"Falha ao imprimir factura. Toque em ""Outros Recibos"" para tentar de novo."
ScotApp_1662,Outros Recibos
ScotApp_1663,recipiente está vazio ou bloqueado
ScotApp_1664,Bloqueio de Nota
ScotApp_1665,Desbloqueie e retire a cassete. Retire a nota bloqueada. Reinsira a cassete. Feche a unidade de reciclagem. Continue a transacção.
ScotApp_1666,Erro Reciclagem Notas
ScotApp_1667,Bloqueio de Nota
ScotApp_1668,Uma nota pode estar no local indicado. Abra a tampa da reciclagem de notas. Retire qualquer nota que possa estar bloqueada. Feche a unidade e tape a reciclagem de notas. Continue a transacção.
ScotApp_1669,Erro Reciclagem Moedas/Notas
ScotApp_1670,Erro Reciclagem Moedas/Notas
ScotApp_1671,Abra a unidade de Reciclagem de Notas e retire as notas da cassete. Feche a unidade\nLiberte moedas do alimentador e retire-as do recipiente de troco.
ScotApp_1672,Erro Reciclagem Moedas
ScotApp_1673,Bloqueio de Moeda
ScotApp_1674,"Prima o botão rejeitar para libertar as moedas bloqueadas. Se o erro voltar a ocorrer, uma moeda pode estar bloqueada. Abra a tampa das moedas e verifique. Retire qualquer moeda bloqueada. Prima o botão rejeitar para reiniciar. Solte e feche a tampa."
ScotApp_1675,Erro Reciclagem Moedas
ScotApp_1676,Porta Reciclagem Moedas Aberta
ScotApp_1677,Verifique se a porta da Reciclagem de Moedas está fechada.
ScotApp_1678,Erro Reciclagem Notas
ScotApp_1679,Erro Livraria Notas
ScotApp_1680,Erro irrecuperável.  Encerre a caixa. Ligue para a Gunnebo e forneça o erro de informação mostrado abaixo.\n\nErro SafePay: %s
ScotApp_1681,Erro Reciclagem Notas
ScotApp_1682,Erro Unidade Geral Leitor Notas
ScotApp_1683,Erro irrecuperável.  Encerre a caixa. Ligue para a Gunnebo e forneça o erro de informação mostrado abaixo.\n\nErro SafePay: %s
ScotApp_1684,Erro Reciclagem Moedas
ScotApp_1685,Erro Unidade Geral Moedas
ScotApp_1686,Erro irrecuperável.  Encerre a caixa. Ligue para a Gunnebo e forneça o erro de informação mostrado abaixo.\n\nErro SafePay: %s
ScotApp_1687,"Use o ecrã ""Estado Dinheiro/Papel"" para carregar o dinheiro."
ScotApp_1688,Erro Cassete
ScotApp_1689,Erro Reciclagem Notas
ScotApp_1690,Chame a Assistência
ScotApp_1691,Gestão de Dinheiro
ScotApp_1692,Início de Sessão de Supervisor
ScotApp_1693,Substituição Moedas
ScotApp_1694,"Substituição usada porque %sToque em ""Estado Dinheiro/Papel"" para recarregar ou eliminar o bloqueio."
ScotApp_1695,Resolver Mais Tarde
ScotApp_1696,Situação Corrigida
ScotApp_1697,Bloqueio Resolvido
ScotApp_1698,"Toque em ""Situação Corrigida"""
ScotApp_1699,"Substituição usada porque %sRecarregue ou elimine o bloqueio e toque em ""Situação Corrigida""."
ScotApp_1700,"Falha ao distribuir %s. %s\n* Verifique o distribuidor de moedas e notas.\nSe estiverem vazios, recarregue-os.\nSe não estiverem vazios, elimine o bloqueio.\nToque em ""Situação Corrigida""."
ScotApp_1701,Falha ao distribuir %s.
ScotApp_1702,*** DUPLICADO FACTURA ***
ScotApp_1703,(+)
ScotApp_1704,"Toque em ""Corrigi o problema"".\n\nSe persistir, reinicie o terminal:\nColoque Bloqueio Supervisor em 'S' -OU- prima botão Supervisor.\nSeleccione ""Encerrar Sistema"".\nQuando o ecrã ficar negro, desligue o terminal na UPS ou na corrente.\nLigue o terminal. Se persistir, chame a assistência."
ScotApp_1705,Erro comunicação
ScotApp_1706,"O dispositivo não está pronto. Encerre qualquer aplicação que possa tentar aceder ao dispositivo e toque em ""Corrigi o problema"". Se o erro voltar a ocorrer, ligue para a Assistência."
ScotApp_1707,Moedas bloqueadas no receptáculo
ScotApp_1708,"Prima o botão devolver várias vezes para libertar as moedas e toque em ""Corrigi o problema"".\n\nSe o erro persistir, chame a assistência."
ScotApp_1710,Retire o Dinheiro Devolvido
ScotApp_1711,Recusar Suspensão
ScotApp_1712,Suspensão Recusada
ScotApp_1713,Toque em Aprovar Recusa de Suspensão
ScotApp_1714,RECUSA DE SUSPENSÃO APROVADA
ScotApp_1715,SuspensãoRecusa Aprovação
ScotApp_1716,WE:
ScotApp_1717,WO:
ScotApp_1718,NOI:
ScotApp_1719,WA:
ScotApp_1720,WR:
ScotApp_1721,Transacção Modo Formação
ScotApp_1722,A caixa está em modo de formação. Continuar transacção?
ScotApp_1723,Trans. Formação
ScotApp_1724,TRANSACÇÃO EM MODO DE FORMAÇÃO
ScotApp_1725,Segurança Desligada
ScotApp_1726,Terminar Procura
ScotApp_1727,Procurar Artigo
ScotApp_1728,Seleccione nos artigos populares ou procure o artigo por ordem alfabética.
ScotApp_1729,Procurar Artigos:
ScotApp_1730,Pesquisa
ScotApp_1731,PickList Imagens A Carregar...
ScotApp_1732,PickList Imagens Carregado.
ScotApp_1733,"Seleccione ""Retroceder"" para continuar."
ScotApp_1734,Trouxe o meu próprio saco
ScotApp_1735,Coloque Os Seus Sacos
ScotApp_1736,"Coloque os seus sacos na zona dos sacos e toque em ""Terminar""."
ScotApp_1737,Saco Próprio
ScotApp_1738,Assistente para Verificar os Seus Sacos
ScotApp_1740,Verificar Saco
ScotApp_1741,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s %s exp;LSWND3=%s %s obv
ScotApp_1742,SACO INVÁLIDO
ScotApp_1743,"Insira a sua ID e toque em ""Enter"" ou coloque o dedo no leitor de impressões para iniciar sessão."
ScotApp_1745,Dispositivo de impressão digital está desligado.\n\nTente de novo.
ScotApp_1747,Erro Leitura Impressão Digital
ScotApp_1748,Falha Início Sessão Impressão Digital
ScotApp_1749,A Processar Impressão Digital
ScotApp_1752,O peso na balança excede a capacidade.
ScotApp_1753,Artigo não encontrado
ScotApp_1755,Seleccionar da Lista
ScotApp_1756,"Seleccionar do resultado da pesquisa ou ""Retroceder""."
ScotApp_1757,"Para adicionar um acento, toque numa tecla ""Acento"" no fundo do ecrã e depois insira a letra."
ScotApp_1758,Erro Recipiente Cupão
ScotApp_1759,Recipiente Cupão Cheio
ScotApp_1760,Recipiente de cupões pode estar cheio ou ranhura está bloqueada. Retire qualquer objecto que esteja a bloquear a ranhura e esvazie o recipiente.
ScotApp_1761,Recipiente de cupões pode estar cheio ou ranhura está bloqueada. Retire qualquer objecto que esteja a bloquear a ranhura e esvazie o recipiente.
ScotApp_1766,Erro Leitor/Balança.
ScotApp_1767,Falha ao aceder aos parâmetros da balança.
ScotApp_1768,Unidade de peso não suportada.
ScotApp_1769,Inserir Código
ScotApp_1770,Seleccionar dos resultados da pesquisa.
ScotApp_1771,Limite Valor Cupão
ScotApp_1772,Cupão
ScotApp_1773,"Toque em ""Aprovar Cupão"" para aceitar o cupão ou entre no Modo Assistido para o anular."
ScotApp_1774,CUPÃO DEMASIADO ELEVADO
ScotApp_1775,Aprovar Cupão
ScotApp_1776,Autorização Loja
ScotApp_1777,A transacção foi finalizada com um cupão que excede o limite da loja.
ScotApp_1778,Limpar Segurança
ScotApp_1779,Não é possível anular o artigo sem anular o cupão. Anule primeiro o cupão do artigo.
ScotApp_1780,INICIAR TRANSACÇÃO
ScotApp_1781,AGRADECIMENTO EXPIRADO
ScotApp_1782,INICIAR TRANSACÇÃO EM MA
ScotApp_1783,TAMPA SEGURANÇA ABERTA
ScotApp_1784,ARTIGO MULTIPACK
ScotApp_1785,Início de sessão inválido. Tente de novo com o teclado ou a sua impressão digital.
ScotApp_1786,Taxa Saco Plástico
ScotApp_1787,Insira o número de sacos de plástico usados ou 0 se não usou sacos.
ScotApp_1789,CUPÃO
ScotApp_1790,Apenas Crédito / Débito
ScotApp_1791,Apenas Dinheiro
ScotApp_1792,Apenas Cartões
ScotApp_1798,Modo Apenas Dinheiro
ScotApp_1799,Modo Apenas Cartões
ScotApp_1800,Seleccionar Modo de Operação
ScotApp_1801,Mode of Operation	
ScotApp_1802,Aceitar Apenas Cartões
ScotApp_1803,Aceitar Apenas Dinheiro
ScotApp_1804,Sair Modo Apenas Cartões
ScotApp_1805,Sair Modo Apenas Dinheiro
ScotApp_1806,"\n* Toque em ""Apenas Cartões"" para terminar a transacção e dar manualmente o troco ao cliente."
ScotApp_1807,_ _ _
ScotApp_1808,Seleccionar artigo da factura
ScotApp_1809,Erros Distribuidor Reciclagem Moedas
ScotApp_1810,As moedas estão presas.
ScotApp_1811,"* Retire a reciclagem de moedas.\n* Elimine o bloqueio da área indicada ao retirar as moedas ou empurrando-as para a frente.\n* Devolva as moedas ao cliente. Se o erro voltar a ocorrer, chame a assistência."
ScotApp_1812,"Moedas bloqueadas, recipiente cheio/ausente."
ScotApp_1813,"%s\n* Retire alimentador (I).\n* Remova alimentador(es) bloqueado(s).Procure e elimine bloqueios na zona de saída (II).\n* Se não houver bloqueio na zona de saída, esvazie o(s) alimentador(es).Procure e elimine bloqueios no disco (II).\n* Reinsira alimentador(es).\n* Verifique se todas as portas ficam bem fechadas.Se persistir, chame a assistência."
ScotApp_1814,Alimentador ausente ou mal colocado.
ScotApp_1815,"* Retire alimentador.\n* Reinsira quaisquer alimentadores em falta e certifique-se de que todos os alimentadores estão bem colocados.\n* Certifique-se de que o alimentador de valor mais baixo está inserido corretamente.\n* Certifique-se de que foi inserido o alimentador de moedas adequado.Se persistir, chame a assistência."
ScotApp_1816,Moedas bloqueadas ou porta aberta.
ScotApp_1817,"* Retire a reciclagem de moedas.\n* Abra as portas laterais e retire as moedas dos tapetes.\n* Verifique se todas as portas ficam bem fechadas.\n* Devolva as moedas ao cliente. Se o erro voltar a ocorrer, chame a assistência."
ScotApp_1818,"* Destranque e retire o alimentador para eliminar o bloqueio (I).\n* Devolva as moedas bloqueadas ao(s) alimentador(es) correto(s).Depois reinsira o alimentador e tranque-o.\n* Retire a reciclagem de moedas.Depois destranque-o e retire a tampa.\n* Desligue o cabo indicado (II).\n* Liberte o painel vermelho à direita do recetáculo, depois puxe-o para a frente e vire-o ao contrário para eliminar bloqueios das zonas indicadas (III).\n* Reinsira o recetáculo e volte a ligar o cabo.\n* Substitua e tranque a tampa.Se o erro voltar a ocorrer, chame a assistência."
ScotApp_1819,Erro Receptáculo Recic. Moedas
ScotApp_1820,"Retire o artigo da balança e prima o botão "">0<"" no leitor."
ScotApp_1821,Aceitar Peso
ScotApp_1822,Visualize o peso do artigo no extremo inferior esquerdo do ecrã.
ScotApp_1823,A Fatura Digital foi gerada com êxito.
ScotApp_1824,A Fatura Digital não foi gerada.
ScotApp_1825,Guardar Preferências
ScotApp_1827,\n    - Idioma Actual (%s)
ScotApp_1828,\n    - Nível de volume %d%%
ScotApp_1829,Aprovar
ScotApp_1830, Inseridas   Aprovadas
ScotApp_1831,Int
ScotApp_1832,Exc_DEPT
ScotApp_1833,Exc_TB
ScotApp_1834,Max
ScotApp_1835,Verificar ou Colocar Item de lado
ScotApp_1836,CÓDIGO DE BARRAS INVÁLIDO
ScotApp_1837,"Toque em ""Aprovar"" para continuar a transação."
ScotApp_1838,Verificar Artigo
ScotApp_1840,Loja #:
ScotApp_1841,Vá à Caixa para Aprovar
ScotApp_1842,Assistência Total
ScotApp_1843,Saco Próprio
ScotApp_1844,Pesquisa
ScotApp_1845,Factura
ScotApp_1846,"Passe o artigo ou toque em ""Introduzir Código"""
ScotApp_1847,"Artigo adicionado.Passe o próximo artigo ou toque em ""Introduzir Código""."
ScotApp_1848,"Artigo eliminado. Passe o próximo artigo ou toque em ""Introduzir Código""."
ScotApp_1849,
ScotApp_1850,Dispositivos com erro
ScotApp_1851,Não Aprovar
ScotApp_1854,Opcional
ScotApp_1855,Opcional
ScotApp_1856,  Não colocar em saco
ScotApp_1857,  Não colocar no tapete
ScotApp_1858,Erro de discrepância ocorrido na reciclagem.
ScotApp_1860,Selecione artigos com a ajuda da lista popular ou pesquise artigos por ordem alfabética.
ScotApp_1861,LISTA POPULAR
ScotApp_1862,Verifique o artigo na balança do leitor
ScotApp_1863,"Toque em ""Aprovar"" ou em ""Anular Artigo"""
ScotApp_1864,Dirija-se à caixa
ScotApp_1865,Pesquise artigo \nsem peso
ScotApp_1866,Mais Populares
ScotApp_1867,Visão de Câmara Bloqueada
ScotApp_1868,Certifique-se de que as suas mãos estão fora da visão de câmara do leitor
ScotApp_1869,Mão Visível
ScotApp_1870,%s %s esperado
ScotApp_1871,%s %s observado
ScotApp_1872,1872unused
ScotApp_1873,1873unused
ScotApp_1874,1874unused
ScotApp_1875,%s %s esperado
ScotApp_1876,%s %s observado
ScotApp_1877,Alerta de Roubo
ScotApp_1878,Peso incorreto na Balança dos Sacos.
ScotApp_1879,"Verifique a Balança dos Sacos e toque em ""Limpar Segurança"""
ScotApp_1880,Artigo inesperado na Balança dos Sacos.
ScotApp_1881,"Verifique a Balança dos Sacos, remova artigos adicionais e toque em ""Limpar Segurança""."
ScotApp_1882,Alerta Smart Assist - artigo não lido.
ScotApp_1883,"Verifique se há artigos adicionais na Balança dos Sacos e no carrinho e toque em ""Limpar Segurança""."
ScotApp_1884,Alerta Smart Assist
ScotApp_1885,Artigo não lido
ScotApp_1886,Verificar artigos adicionais.
ScotApp_1887,Rever transação.
ScotApp_1888,"Monitorize a transação do cliente por razões de segurança e toque em ""Limpar Segurança""."
ScotApp_1889,Nível de Confiança de Segurança
ScotApp_1890,A processar...
ScotApp_1892,Análise de Segurança
ScotApp_1893,Código de Barras Inválido
ScotApp_1894,Ponha o artigo de parte e continue com a sua compra.
ScotApp_1895,Exceç Gen
ScotApp_1826,Quer guardar as suas preferências no seu Cartão de Cliente?
ScotApp_1852,Remova o artigo cancelado da zona dos sacos. 
UnknownItemMessage,Vai receber ajuda.\n\nSepare o item e continue.
TimeRestrictedItemMessage,Não é possível comprar este item neste momento.\n\nSepare o item e continue.
ItemQuantityExceededMessage,You have exceeded the quantity allowed for this item. \n\nSet item aside and continue.
WeightMismatch,A verificar o peso do item.\n\nAguarde…
ScotApp_495,Excedeu a quantidade permitida para este artigo.\n\nPonha-o de parte e continue.
WaitForRemoteAssistanceTitle,Assistente Remoto
ScotApp_489,Obrigado por usar o NCR SelfServ Checkout.
ScotApp_273,Não passe o artigo neste momento.\nPonha o artigo de parte.
ScotApp_431,"Cartão de Cliente inválido. Verifique, por favor."
ScotApp_410,Assistência necessária para:
ScotApp_1739,"Aguarde por um assistente.\nO sistema não pôde verificar os seus sacos.\nSe, por acidente, colocou algo além dos sacos na zona dos sacos, retire agora."
ScotApp_73,Regressar aModo de Compra
ScotApp_772,Foi feito um pedido para suspender a transacção actual.\nConfirme ou cancele esse pedido.
ScotApp_530,Falha de leitura.\nUse outro cartão.\n   -ou-\nPague com dinheiro.\n   -ou-\nPeça ajuda.
ScotApp_524,PIN errado.\nReinsira o PIN no dispositivo de pagamento.
ScotApp_397,Use o Modo Assistido para vender artigos válidos.\nRecolha outros artigos que não serão vendidos.
ScotApp_171,"""%s""\n\n%d está correcto?"
ScotApp_1374,\n---------------------------------------\n
ScotApp_1646,Transacção suspensa.Ponha todos os artigos de parte.
ScotApp_529,Retire o cartão e...\nInsira outro cartão.\n   -ou-\nPague com dinheiro.\n   -ou-\nPeça ajuda.
ScotApp_275,Não insira cartões neste momento.\nRetire o seu cartão.
ScotApp_1891,"Verificação de Sistema em progresso. \nPor favor, aguarde..."
ScotApp_1750,Aguarde enquanto processamos a sua impressão digital.
ScotApp_169,Deseja continuar com a sua compra?
ScotApp_415,Retire o seu Cartão de Cliente.\nCartão foi inserido antes.
ScotApp_1793,"Neste momento, esta máquina só aceita cartões de crédito e de débito.\nDeseja continuar?"
ScotApp_477,Entregue os seus cupões.\nApós a impressão da factura:\n-- Recolha os artigos.\n-- Leve a factura e os cupões à zona de pagamento.
ScotApp_177,Compra cancelada.Ponha todos os artigos de parte.
ScotApp_656,Ponha <%s> de parte.\nA loja associada  vai ajudá-lo.
ScotApp_1709,Não insira notas ou moedas neste momento.\nRetire o seu dinheiro devolvido.\nAs notas são distribuídas abaixo do leitor.
ScotApp_435,"Seleccione o tipo de benefício.\nSe desejar usar senhas de alimentação, deve usá-las antes de outros benefícios."
ScotApp_808,Leve os artigos com etiquetas de segurança ao assistente para as retirar.
ScotApp_294,"Para pedir asistência, toque no botão ""Pedir Ajuda""."
ScotApp_1287,"Por favor, aguarde...\nA verificar peso do artigo."
ScotApp_525,PIN errado.\nRetire o cartão e...\nInsira outro cartão\n   -ou-\nPague com dinheiro
ScotApp_480,"Toque em ""OK"" e leve o seu recibo de transacção e os artigos ao operador."
ScotApp_1751,Peso máximo excedido.\nRetirar artigos da balança de sacos.
ScotApp_175,"Deseja remover\n""%s""\ndo recibo?"
ScotApp_1746,Servidor de impressão digital não está disponível.\nTente de novo.
ScotApp_812,Obrigado por usar o NCR SelfServ Checkout.\nEntregue o seu cartão oferta ao operador.
ScotApp_1839,Aguarde pelo operador.\nNão passe o artigo neste momento.Ponha o artigo de parte.
ScotApp_501,"Por favor, assine o recibo e aguarde a aprovação da loja."
ScotApp_414,Retire o seu Cartão de Cliente.\nOs descontos não pode ser aplicados na compra actual. Ser-lhe-ão enviados pelo correio.
ScotApp_563,Ocorreu um erro ao inicializar Totais Gerais.\nA aplicação vai terminar.
ScotApp_263,Não é possível anular artigo sem anular o cupão correspondente.\nAnule primeiro o cupão do artigo.
ScotApp_800,"Verifique o seu cesto.\n\nPasse os restantes artigos ou\nToque em ""OK"" para pagar."
ScotApp_134,"Autorização em curso. \nPor favor, aguarde."
ScotApp_620,Inserir Tolerância
ScotApp_161,"%s\nInsira a quantidade no teclado e toque em ""OK""."
ScotApp_440,O seu saldo de prestação pecuniária é inferior ao necessário.\nDeseja aplicar a restante prestação pecuniária no valor de %s nesta compra?
ScotApp_184,%s será debitado da sua conta.
ScotApp_274,Não insira dinheiro neste momento.\nRetire o seu dinheiro.
ScotApp_1744,Dispositivo não reconheceu a impressão digital.\nTente de novo.
ScotApp_160,Artigo foi cancelado.\nA ajuda vem a caminho.\nPonha o artigo de parte e continue com a sua compra.
ScotApp_1795,"Ou restringir a ""Apenas Cartões""."
ScotApp_159,Preço do artigo desconhecido. \nA ajuda vem a caminho. \nPonha o artigo de parte e continue com a sua compra.
ScotApp_458,Seleccione o tipo de benefício.\nSenhas de alimentação não podem ser usadas nesta compra.
ScotApp_1329,"Por favor, aguarde...\nA verificar peso do artigo.\nArtigo com peso duplo ensacado."
ScotApp_407,Erro ao ler cartão.\n* Use outro cartão\n   -ou-\n*  Peça ajuda
ScotApp_706,"O seu saldo de senhas de alimentação é inferior ao total desta compra.\nToque em ""OK"" para usar um método de pagamento diferente."
ScotApp_606,EliminarPesos
ScotApp_906,Retire os seus artigos.
ScotApp_705,"O seu saldo de prestação pecuniária é inferior ao total desta compra.\nToque em ""OK"" para usar um método de pagamento diferente."
ScotApp_605,AdicionarPeso
ScotApp_405,Erro ao ler cartão.\n* Use outro cartão\n   -ou-\n*  Pague com dinheiro\n   -ou-\n*  Peça ajuda
ScotApp_491,Retire o seu cartão.
ScotApp_818,Aguarde pelo operador.\nAssistência necessária para:
ScotApp_1796,"Ou restringir a ""Apenas Dinheiro""."
ScotApp_438,O seu saldo de senhas de alimentação é inferior ao necessário.\nDeseja aplicar o restante benefício de senhas de alimentação no valor de %s nesta compra?
ScotApp_1596,"Deseja guardar %s como o seu idioma preferido em %s?\nSeleccione ""Sim"" ou ""Não""."
ScotApp_766,%s será debitado da sua conta.
ScotApp_166,"A ajuda vem a caminho.\nPor favor, continue com a sua compra."
ScotApp_413,Retire o seu Cartão de Cliente.\nOs descontos irão ser aplicados.
ScotApp_1797,"Acção correctiva não corrigiu o erro.\nTente de novo ou passe a ""Apenas Dinheiro""."
ScotApp_178,Aguarde a aprovação da loja.\nAprovação necessária para:
ScotApp_790,O seu cartão foi recusado.\nSeleccione um método de pagamento diferente.
ScotApp_1794,"Neste momento, esta máquina só aceita dinheiro.\nNenum cartão de crédito ou débito pode ser usado.\nDeseja continuar?"
ScotApp_733,Cartão Recusado.\nUtilize um cartão diferente ou pague em dinheiro
ScotApp_412,Este artig fará com que a sua compra exceda %s.\nPague agora e compre os outros artigos em separado.
ScotApp_546,Não tem idade suficiente para comprar este artigo.\nPonha-o de parte e continue.
ScotApp_553,Os cupões são aceites no final da compra.\nPonha-os de parte e continue.
ScotApp_211,"A processar...\nPor favor, aguarde."
ScotApp_1400,Assistente Remoto
ScotApp_1754,As letras não correspondem a um artigo.\nTente de novo.
ScotApp_1859,"Comprar uma caixa inteira de %s?Seleccione ""Sim"" ou ""Não""."
ScotApp_533,Não pode comprar este artigo neste momento.\nPonha-o de parte e continue.
ScotApp_1763,e=d=%5.3fkg Max %5.3f kg min %3.1f kg Nmax %4.0f
ScotApp_1762,e=d=%4.2flb Max %4.2f lb min %3.1f lb Nmax %4.0f
ScotApp_1764, e = d = %4.2f lb Max %4.2f lb Min %3.1f lb Nmax %4.0f
ScotApp_1765, e = d = %5.3f kg Max %5.3f kg Min %3.1f kg Nmax %4.0f
ScotApp_305,Seleccionar Recipiente Para: %s
ScotApp_703,"Use o terminal PIN. Prima ""Cancelar"" no terminal para cancelar o pagamento."
ScotApp_125,"Inserir data de nascimento do cliente %se toque em ""Aprovar""."
ScotApp_1853,"Introduza a data de nascimento do cliente %se toque em ""Enter""."
ScotApp_654,Data deve estar no formato %s.Valor inserido: %s
ScotApp_560,Este sistema não aceita cupões.
ScotApp_1788,%d está correcto? \n\nO valor de %s será adicionado ao seu total.
ScotApp_1358,Cartão oferta no valor de %s foi usado na sua compra. \n\nO saldo do seu cartão oferta é de %s.
ScotApp_167,Cupão não corresponde a qualquer artigo comprado.\n\nEste cupão não pode ser aceite.
ScotApp_164,O sistema não reconhece o código desse artigo.\n\nVerifique se foi introduzido o número correcto.
ScotApp_547,"Número de operador e senha incorrectos.\n\nPor favor, tente de novo."
ScotApp_442,%s da sua compra pode ser paga com senhas de alimentação.\n\n%s
ScotApp_443,%s será debitado da sua conta.\n\nConcorda?
ScotApp_182,O valor inserido para este cupão é demasiado elevado.\n\nO sistema não pode aceitar este cupão.
ScotApp_700,Artigo não pode ser vendido nesta caixa.\nA ajuda vem a caminho.\n\nPonha o artigo de parte e continue.
ScotApp_165,O sistema não reconhece este artigo.\nA ajuda vem a caminho.\n\nPonha o artigo de parte e continue com a sua compra.
QRCodeErrorText,QR Code Error
ScanQRCodeInstruction,Scan this code to complete\nyour Mobile shopping.
ScotApp_1896,Transferring items from mobile cart.
ScotApp_1897,"Por favor, aguarde..."
ScotApp_1898,Mobile Cart
ScotApp_1899,Mobile Audit
ScotApp_1900,Mobile Shopper Audit
ScotApp_1901,"Touch ""OK"" then use Attendant Handset to complete audit."
ScotApp_1902,Begin Mobile Transaction
ScotApp_1903,End Mobile Transaction
ScotApp_1904,%d Items Sold
ScotApp_1905,Scan barcode to complete your Mobile checkout.
ScotApp_1906,Mobile cart transfer is complete.
ScotApp_1907,\nTouch Pay or add more items.
MoveLeft,< Move
MoveRight,Move >
Accessibility,Accessibility
