ConfirmQuantityTitle,Confirmeu quantitat
ScotApp_254,"El dispensador de monedes no està operatiu.\nEmpleneu el dispensador de monedes o\nConnecteu l'electricitat o\nElimineu l'encallament del dispensador."
ScotApp_257,257unused
HH_DeactivateLeadthru,"Desactiveu l'article o retireu l'alarma de seguretat i toqueu «Eliminar protecció»."
ScotApp_123,123unused
ScotApp_250,250unused
ScotApp_253,253unused
ScotApp_252,"\nEncallament al dispensador de monedes\n\nElimineu l'encallament del dispensador de monedes."
ScotApp_795,"Les compres s'han supervisat per assegurar un millor servei."
SMLogInReceiptText,"Esteu connectats a l'Store Mode"
ScotApp_259,Finalitzant Gestor de dispositius...
ScotApp_258,"Finalitzant Corredor d'operacions..."
ScotApp_572,"Introduïu el codi de l'article i toqueu «Entrar»."
ScotApp_573,"Introduïu el vostre ID d'usuari i toqueu «Entrar»."
ScotApp_570,570unused
ScotApp_571,Introduïu la quantitat i toqueu «Entrar».
ScotApp_389,Processant targeta
ScotApp_345,345unused
ScotApp_574,Introduïu la vostra contrasenya i toqueu «Entrar».
ScotApp_575,Finalitzeu pagament en efectiu.  Saldo pendent.
ScotApp_905,(Més informació al rebut...)
ScotApp_308,cèntim
ScotApp_579,579unused
ScotApp_1162,El dispositiu està fora de línia.
ScotApp_1172,SUSPENSIÓ CONFIRMADA
ScotApp_1142,Error al dispensador de monedes
ScotApp_1152,Sense paper.
ScotApp_1122,"És possible que s'hagi encallat un bitllet a la sortida del dispensador de bitllets.\n\nExtraieu parcialment el dispensador de bitllets de l'armari.\n\nRetireu els bitllets encallats a la zona indicada.\nTorneu a introduir amb cura el dispensador a l'armari."
ScotApp_1132,Error de comunicació.
ScotApp_1102,Següent
ScotApp_1112,%s @ %s %s/%s\t%s
AllowSuspendButtonText,Permetre suspensió
ScotApp_404,404unused
ScotApp_889,%s\nPes actual(%s): %s\nPesos esperats(%s): %s
ScotApp_1182,LÍMIT IMPORT CUPÓ
ScotApp_1192,PREU DE MUNTATGE
XM_ManualNoteDispenserFill,Establir els recomptes de bitllets
ScotApp_671,Sortiu del Mode de formació
ScotApp_403,403unused
CompareSignatureLeadthru,Compareu les signatures i toqueu «Autoritzar» o «Tornar a signar».
DiagConfirm,Esteu segur que voleu generar fitxers de registre de diagnòstic?
ScotApp_675,Dispensador de monedes reomplert
ScotApp_674,«Motiu del rebuig del pagament: »
ScotApp_676,Dispensador de monedes: Reomplert el  %s a %s
ScotApp_679,"Informes d'assistència"
ScotApp_678,678unused
ScotApp_1367,Escàner
ScotApp_1377,quantitat
ScotApp_1347,Intentant tornar a connectar
ScotApp_1357,Recolliu la targeta regal
ScotApp_1327,"Toqueu l'informe desitjat i toqueu «Activar informe»."
ScotApp_1337,Sortiu del SelfServ Checkout
ScotApp_1307,Impressió de rebut
ScotApp_106,Es requereix ajuda
ScotApp_107,Ajuda en camí
ScotApp_104,104unused
ScotApp_105,Article desconegut
ScotApp_102,Article retirat
ScotApp_103,"Introduïu el codi de l'article."
ScotApp_100,Es requereix quantitat
ScotApp_101,Preu desconegut
ScotApp_1397,Assistent
ScotApp_938,938unused
ScotApp_904,"Autorització del pes de l'article"
LaunchPadNet_SignOnButtonText,Activar
ScotApp_937,Limitar/retirar articles
ScotApp_108,El cupó no concorda
ScotApp_109,Voleu continuar?
ScotApp_376,376unused
ScotApp_377,Unitats - Estat
ScotApp_370,Impressora oberta
ScotApp_371,Reemplaceu el capçal de la impressora
ScotApp_372,"Error d'ordres als laterals de la impressora"
ScotApp_373,"Encallament d'expulsió de la impressora"
ScotApp_1391,"Toqueu «He solucionat el problema».\n\n* Si continua l'error, apagueu i reinicieu el terminal."
ScotApp_824,Suspendre confirmació
XM_KeyPadEnterNoteCount,Introduïu el recompte de bitllets %s emprant el teclat.
ScotApp_378,Impressora de rebuts
ScotApp_379,"Receptor d'efectiu"
ScotApp_796,"Nivell baix de monedes o dispensador de monedes amb error o desactivat.\n* Activeu el dispensador de monedes O\n* Reompliu, desactiveu el dispensador de monedes, toqueu «Dispensador de monedes reomplert» - Pantalla d'estat del carril."
VoidNoMatchLeadthru,"No es pot trobar l'article escanejat. Encara no s'ha comprat o ja ha estat cancel·lat."
ScotApp_604,Escanegeu un article.
InsufficientBalanceTitle,Saldo insuficient
ScotApp_205,Copia completada.
ScotApp_204,Copiant arxius al servidor...
ScotApp_207,207unused
ScotApp_206,Es carregaran les opcions.
ScotApp_201,Senyal de proves activat...
ScotApp_200,"Comprovant Corredor d'operacions..."
ScotApp_203,203unused
ScotApp_202,Senyal de proves desactivat...
ExitText,Sortir
PayAnotherWay,"Pagar d'una altra manera"
ScotApp_791,Seleccioneu la forma de pagament.
MinMaxFastLaneBtnPrimaryShowConfirmation,"Per minimitzar SelfServ Checkout, toqueu el botó «Minimitzar SelfServ Checkout»."
ScotApp_208,208unused
ScotApp_473,Nivell mitjà baix
ScotApp_256,"Finalitzant Sortides d'usuaris..."
ScotApp_471,Validació visual
ScotApp_470,"Restricció d'edat"
ScotApp_476,Lliurament de cupons
AgeCheckLaneButtonText,"Comprovació d'edat"
ScotApp_474,474unused
ScotApp_479,Lliureu els cupons
ScotApp_346,ATM (Devolució efectiu)
ScotApp_551,551unused
SafetyCoverOpenLeadthru,Retireu tots els article de la cinta i tanqueu la tapa de seguretat.
ScotApp_309,euros
XM_ManualNoteRecyclerFillAlert,Obriu la porta del carril i dipositeu els bitllets directament al carregador. No els introduïu al receptor de bitllets.
WindowsLogOnConfirm,Esteu segur que voleu tancar totes les aplicacions i iniciar sessió com a nou usuari?
TransactionCancelLeadThru,Transacció cancel·lada. Retireu els articles del \npunt de venda.
ScotApp_1863,Toqueu «Autoritzar» o «Anul·lar article».
ScotApp_1873,1873unused
ScotApp_1843,Bossa pròpia
ScotApp_1823,"El rebut digital s'ha generat de manera satisfactòria."
ScotApp_1833,Exc_TB
ScotApp_1803,Accepta Només efectiu
ScotApp_176,Voleu deixar de revisar i cancel·lar tota la compra?
ScotApp_174,"No es pot trobar l'article escanejat. Encara no s'ha comprat o ja ha estat cancel·lat."
ScotApp_172,"Escanegeu l'article no desitjat o seleccioneu l'article en el rebut."
ScotApp_173,173unused
ScotApp_170,"Retireu l'article de la balança i premeu el botó «Balança a zero» de l'escàner."
RapConfigureBtnPrimaryTxt,Configuració PAR
ScotApp_1893,Codi de barres no vàlid
ScotApp_968,968unused
ScotApp_1360,"Calaix d'efectiu"
ScotApp_1370,Encriptador
ScotApp_1340,Apagar tot el sistema
ConfirmSuspendTitle,Suspensió:
ScotApp_1330,"L'article no s'ha embossat"
ScotApp_1300,Iniciar transacció
ScotApp_1310,"* Retireu el receptor de bitllets.\n* Torneu a inserir el receptor de bitllets fins que encaixi.\n* Comproveu que el motor del receptor de bitllets s'encengui i el llum LED sigui verd."
ScotApp_317,317unused
SmCouponItemsLeadthru,Comproveu els cupons utilitzats
XM_PickUpAutoAmount,Recollir import automàtic
ScotApp_1380,preu
ScotApp_1390,El dispositiu no respon
HH_CouponApprovalLeadthru,Accepteu els cupons del client i toqueu «Autoritzar».
ScotApp_592,NCR SelfServ Checkout Encryptor carregat.
HH_KeyInCodeLeadthru,"Introduïu el codi de l'article i toqueu «Entrar»."
ScotApp_590,Finalitzant Fàbrica de dispositius...
ScotApp_591,Carregant NCR SelfServ Checkout Encryptor...
ScotApp_277,277unused
ScotApp_276,276unused
ScotApp_271,Autoritzeu els cupons utilitzats
ScotApp_270,Autoritzeu els cupons
ScotApp_272,Comproveu els cupons utilitzats
AttendantTrainingMode,"Mode d'assistent i formació"
ScotApp_279,Accepteu tots els temes de seguretat enregistrats.
ScotApp_278,Fitxer de registre de seguretat.
ScotApp_995,Aneu al carril i accediu al Mode de botiga per obrir el carril.
ScotApp_823,"Autorització d'anul·lació"
XM_IDPrompt,Introduïu el vostre ID i toqueu «Entrar».
HH_UnknownItemLeadthru2,"Recolliu l'article, toqueu «Eliminar protecció» o utilitzeu «Mode d'assistència» per finalitzar."
ScotApp_607,"Configureu execució d'embossament"
CouponMessage,PRetireu els cupons. Introduïu-los al final de la compra.
ScotApp_691,691unused
ScotApp_690,690unused
ScotApp_693,693unused
ScotApp_692,692unused
ScotApp_694,694unused
ScotApp_697,697unused
ScotApp_696,696unused
ScotApp_699,"L'article no es pot vendre"
ScotApp_698,698unused
ScotApp_251,251unused
XM_CoinsSubtotal,Subtotal monedes:
LaneReceiptItemType4,%s\t%s\tQuant. %s @ %s/cada\t%s
ApproveVoidButtonText,Autoritzeu anul·lar
ScotApp_877,Confirmació de preu
ScotApp_347,"L'article restringit ha estat cancel·lat - no es compleix l'edat mínima requerida. Retireu l'article."
LaunchPadNet_SpaceButtonText,Espai
ScotApp_363,"\nUtilitzeu el teclat per introduir la contrasenya de l'agent."
XM_LeadThruDispenseFunction,"Toqueu la denominació i introduïu l'import o toqueu «Dispensar monedes fins al nivell de base»."
ScotApp_958,Balança de bosses
ScotApp_1365,MSR
ScotApp_1375,"Modificació de l'article posterior:\n%s"
ScotApp_1345,Finalitzant Gestor de seguretat...
ScotApp_1355,El vostre saldo
ScotApp_1325,"Col·loqueu l'article a la balança."
ScotApp_1335,Carril tancat
ScotApp_1305,%s inserits
ScotApp_1315,* Obriu la tapa de la impressora i comproveu si hi ha un encallament de paper\n* Tanqueu la tapa de la impressora i torneu a carregar el paper.
ScotApp_391,Preu dels articles necessaris
ScotApp_392,Articles desconeguts
ScotApp_297,297unused
ScotApp_825,Article de bossa
XM_NoteDispenseFailure,"No s'ha pogut dispensar %s.\nNivell baix de bitllets o error al dispensador de bitllets."
ScotApp_1385,Seleccioneu un idioma
ScotApp_1395,"Entreu al Mode d'assistent"
ScotApp_399,399unused
ScotApp_869,"Introduïu el núm. d'autorització i toqueu «Entrar»."
ScotApp_868,"Entrada del número d'autorització:"
ScotApp_867,No
ScotApp_1316,* Obriu la tapa de la impressora i comproveu si hi ha un encallament de paper a la zona indicada.\n* Retireu el paper.\n* Tanqueu la tapa de la impressora i torneu a carregar el paper.
DeactivateLeadthru,"Desactiveu l'article o retireu l'alarma de seguretat i toqueu «Eliminar protecció»."
ScotApp_864,Autorització:
ScotApp_863,Entrada del valor del cupó
ScotApp_448,"S'ha activat el vostre compte de client habitual."
ScotApp_861,861unused
ScotApp_860,Mesura requerida:
LaunchPadNet_EnterIDLeadthru,"Introduïu l'ID utilitzant el teclat que hi ha a sota:"
ItemText,Articles:
ScotApp_493,"El rebut s'imprimirà sota el dispositiu de pagament."
ScotApp_492,Recolliu el canvi.
ScotApp_490,Escanegeu els articles o toqueu «Iniciar» per començar.
ScotApp_198,"Carregant Sortides d'usuaris..."
Language,Idioma
ScotApp_494,"Seleccioneu l'import que voleu rebre en efectiu de la llista."
ClosedLaneTitle,"Aneu al carril i accediu a l'Store Mode per obrir el carril."
ScotApp_865,Verifiqueu el titular de la targeta
ScotApp_499,499unused
ScotApp_1752,El pes que hi ha sobre la balança en supera la capacitat.
ScotApp_902,"Article retirat de la zona d'embossar.  Retorneu l'article."
ScotApp_1161,Error al cercapersones
ScotApp_1171,AUGMENT INESPERAT
ScotApp_1141,"No s'ha pogut dispensar %s. PRECAUCIÓ: És possible que s'hagi encallat un bitllet a la part superior del dispensador de bitllets."
ScotApp_1151,La tapa de la impressora està oberta.
ScotApp_1121,"És possible que s'hagi encallat un bitllet a la zona indicada.\n\nExtraieu parcialment el dispensador de bitllets de l'armari.\n\nRetireu els bitllets encallats.\n\nTorneu a introduir amb cura el dispensador a l'armari."
ScotApp_1131,El caixetí de bitllets no està present o no està inserit correctament.
ScotApp_1101,%s\t%s
ScotApp_1111,Qty %s @ %s/%s\t%s
ScotApp_1468,"Estat de reciclador d'efectiu buit"
ScotApp_1478,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1448,Estat de les monedes
ScotApp_1458,"Informe d'NCR SelfServ Checkout"
LaneReceiptItemType3,%s\t%s\tQuant. %s @ %s/cada\t%s
ScotApp_1438,"S'ha superat el límit de «Nou article»"
ScotApp_1408,ASSISTÈNCIA
ScotApp_1418,"S'ha superat el pes màxim permès"
ScotApp_196,Carregant Serveis de presentació...
ScotApp_197,Serveis de presentació carregat.
ScotApp_194,Carregant Gestor de dispositius...
ScotApp_195,Gestor de dispositius carregat.
ScotApp_192,192unused
ScotApp_1488,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1498,"Consulteu el manual del dispositiu per solucionar l'error."
CartPay,Pagar
ScotApp_649,Preu determinat
ScotApp_648,Codi de barres
ScotApp_1366,Balança
ScotApp_1376,", %s"
ScotApp_1346,El carril està fora de línia i el sistema intenta tornar-se a reconnectar.
ScotApp_1356,Recolliu
ScotApp_1326,HA CADUCAT EL TEMPS PER INTRODUIR EL CUPÓ
ScotApp_1336,Utilitat
ScotApp_1306,%s canvi dispensat
OperatorIDText,"ID de l'agent:"
ScotApp_1295,T - Z
ScotApp_1386,Error greu
ScotApp_1396,"Sortiu del Mode d'assistent"
ScotApp_340,"Seleccioneu l'article de la llista. Utilitzeu els botons de fletxes per anar amunt i avall."
ScotApp_556,"S'ha rebutjat la suspensió de la transacció."
ScotApp_858,Sí
ScotApp_857,Verifiqueu el preu de muntatge
ScotApp_1775,Autoritzeu el cupó
ScotApp_1745,"El dispositiu d'empremtes dactilars està desconnectat.\n\nIntenteu-ho de nou."
ScotApp_1755,Seleccioneu des de la llista
ScotApp_1725,Seguretat inhabilitada
ScotApp_1735,Col·loqueu les bosses
ScotApp_1705,Error de comunicació.
ScotApp_1715,Autorització de la declinació de la suspensió
ScotApp_292,No podeu escanejar un cupó
ScotApp_578,Finalitzeu el pagament amb targeta.  Canvi pendent.
ScotApp_387,Encallament de transport
ScotApp_299,299unused
ScotApp_1785,"Nom d'usuari no vàlid.Torneu a iniciar sessió utilitzant el teclat o la vostra empremta dactilar."
XM_ConfirmManualNoteEmpty,* Poseu a zero els recomptes de bitllets\nImport per retirar:%s\nRecompte per retirar: %d
EnterIDFpLeadthru,"Introduïu el vostre ID d'usuari i toqueu «Entrar» o situeu el dit sobre el lector d'empremtes dactilars per entrar."
EventViewerConfirm,"Esteu segur que voleu iniciar el Visualitzador d'esdeveniments?"
ScotApp_63,No
ScotApp_53,53unused
ScotApp_43,43unused
ScotApp_33,He solucionat el problema
CancelPayment,Cancel·lar pagament
ScotApp_13,%ss @ %s/%s
ScotApp_1166,"* Obriu la porta de l'armari de la impressora.\n* Obriu i empenyeu novament la impressora.\n* Obriu la tapa de la impressora i comproveu si hi ha encallaments.\n* Tanqueu la tapa de la impressora i torneu a carregar el paper.\n* Estireu amb cura la impressora fins que encaixi a la seva posició."
ScotApp_1176,NOU ARTICLE INTRODUÏT
ScotApp_1146,El receptor no respon.
ScotApp_1156,"Comproveu que l'interruptor de corrent del dispensador de monedes estigui connectat."
ScotApp_1126,Ha fallat el dispensador de monedes.\n\nComproveu el commutador on/off si el dispensador en té.
ScotApp_1136,"La cubeta d'expulsió de bitllets no està present o no està completament encaixada."
ScotApp_1106,%s\t%s\tQuant. %s @ %s/each\t%s
ScotApp_1116,"El dispensador de bitllets no funcionarà si la cubeta d'expulsió de bitllets no hi és o no està ben encaixada al seu lloc.\n\nInseriu la cubeta d'expulsió de bitllets i assegureu-vos que estigui ben encaixada."
ScotApp_447,"S'ha activat el vostre compte de client habitual."
ScotApp_446,Suspendre transacció
ScotApp_445,Benefici en efectiu
ScotApp_444,Cupons per a aliments
ScotApp_1186,DISMINUCIÓ INESPERADA
ScotApp_1196,NÚMERO DE CARNET DE CONDUIR
XM_ReEnter,Número i contrasenya incorrectes del personal de caixa.\nIntenteu-ho de nou
ScotApp_93,Escanejar i embossar
XM_LeadThruGloryFunction,"Touch denomination and enter amount or touch ""Collect""."
XM_Execute,Aplicar els canvis
ScotApp_903,"Article retirat de la zona d'embossar."
XM_GloryDispenseCupFullPreemptive,"Agafeu les monedes\nSi cubeta de devolució de monedes està plena, buideu-la ràpidament. La dispensació es posarà en pausa fins que el recipient estigui buit."
ScotApp_135,135unused
ScotApp_1860,"Seleccioneu els articles a través de la llista de selecció o consulteu l'article alfabèticament."
ScotApp_1870,%s %s esperat
ScotApp_1840,Establiment núm.:
ScotApp_1850,Error del dispositiu
ScotApp_1820,"Retireu l'article de la balança, i premeu el botó «>0<» a l'escàner."
ScotApp_1830,Entrades Autoritzat
ScotApp_1800,Seleccioneu el mode de funcionament
ScotApp_1810,Les monedes estan encallades.
ScotApp_147,147unused
ScotApp_144,Compareu la signatura
ScotApp_145,145unused
ScotApp_142,"Confirmeu l'import"
ScotApp_143,Signeu el rebut
ScotApp_140,Gràcies
ScotApp_141,Seleccioneu el tipus de targeta
ScotApp_1890,Processant...
ScotApp_978,Límit = %d
ScotApp_1363,Pantalla de línia
ScotApp_1373,RECOLLIU LA TARGETA REGAL
ScotApp_1343,Carregant Gestor de seguretat...
ScotApp_148,148unused
ScotApp_1323,El pes es manté
ScotApp_1333,Retrocés
ScotApp_1303,Targeta de fidelitat acceptada: #%s
ScotApp_1313,* Comproveu si hi ha algun encallament de paper a la impressora.\n* Tanqueu la tapa de la impressora i torneu a carregar el paper.\n* Apagueu i reinicieu de forma adequada el terminal.
ScotApp_797,"No s'ha pogut dispensar %s al client.\n* Comproveu si hi ha res encallat als caixetins i al dispensador de bitllets.\n* Assegureu-vos que els caixetins de bitllets i la cubeta de bitllets defectuosos estiguin assegurats.\n* Tanqueu la porta de seguretat."
XM_EmptyCoinOverflowLT,Retirar les monedes de la sobrecàrrega de monedes
ScotApp_799,Comproveu el cistell
FinishAndAdd,Acabar i sumar
ScotApp_1383,(Exc)
ScotApp_1393,"Atureu i reinicieu el programa NCR SelfServ Checkout.Si l'error continua, poseu-vos en contacte amb el servei tècnic."
XM_ConfirmEmptyCoinOverflow,* Poseu a zero els recomptes de sobrecàrrega de monedes\nImport per retirar:%s
ScotApp_809,Missatge TPV:
ScotApp_807,Retireu les alarmes de seguretat
ScotApp_806,Autoritzeu els articles de validació visual
ScotApp_245,El dispositiu del lector de targetes no es pot utilitzar
ScotApp_244,244unused
ScotApp_247,247unused
ScotApp_246,246unused
ScotApp_241,Error inesperat del Gestor de dispositius
ScotApp_240,Fallada general del Gestor de dispositius
ScotApp_243,Targeta no vàlida al lector de targetes
ScotApp_199,"Sortides d'usuaris carregat."
OutOfSyncStopTitle,REINICIAR
ScotApp_249,249unused
ScotApp_248,248unused
ScotApp_304,"Seleccioneu l'envàs"
XM_CalculatedPickUpAmount,"L'import per recollir calculat és %s."
ScotApp_1384,Idioma
HH_UnknownItemLeadthru,"Recolliu l'article, toqueu «Eliminar protecció» o «Mode d'assistència» per finalitzar."
CouponApprovalLeadthru,"Accepteu els cupons del client a la zona d'autorització i toqueu «Autoritzar»."
ScotApp_1163,"Toqueu «He solucionat el problema».\n\nSi continua l'error, reinicieu el terminal:\nPoseu el dispositiu de bloqueig de supervisor en la posició 'S' -O premeu el botó de Supervisor.\nSeleccioneu «Apagar tot el sistema».\nSi la pantalla es queda en blanc, apagueu el terminal des del SAI o la base múltiple.\nEngegueu el terminal. Si es torna a produir l'error, contacteu amb el servei tècnic."
ScotApp_1173,ARTICLE ANUL·LAT AUTORITZAT
ScotApp_1143,El nivell de monedes és baix o el contenidor de monedes no està present.
ScotApp_1153,Encallament de paper.
ScotApp_1123,"* NO continueu fins que hàgiu retirat tots els bitllets encallats.\n* Extraieu amb cura el dispensador de bitllets de l'armari.\n* Extraieu els bitllets encallats de la part superior del dispensador de bitllets sense alterar les cintes.\n* Torneu a introduir el dispensador de bitllets a l'armari.\n* Bloquegeu la porta i, després, toqueu «He solucionat el problema»."
ScotApp_1133,Encallament al receptor de bitllets.
ScotApp_1103,Anterior
ScotApp_1113,%s @ %s/%s\t%s
Yes,Sí
ScotApp_1867,El camp de visió de la càmera està bloquejat
ScotApp_1877,Alerta de robatori
LaneReceiptItemType5,%s\t%s\t%ss @ %s %s/%s\t%s
EnterCouponValue,"Introduïu el valor del cupó en cèntims i toqueu ""OK"""
ScotApp_1827,\n - Idioma actual (%s)
ScotApp_1837,Toqueu «Autoritzar» per continuar amb la transacció.
ScotApp_1807,_ _ _
ScotApp_1817,"\n* Retireu el reciclador de monedes.\n*Obriu les portes laterals arrodonides i retireu les monedes de les cintes.\n* Assegureu-vos que totes les portes estiguin tancades i bloquejades correctament.\n* Retorneu les monedes al client.Si l'error es repeteix, poseu-vos en contacte amb el servei tècnic."
ScotApp_1845,Rebut
StoreLogin,"Deseu el nom d'usuari"
ScotApp_83,83unused
ScotApp_1887,Reviseu la transacció
CouponNoMatchLeadthru,El cupó no coincideix amb cap article del rebut. No es pot acceptar aquest cupó.
FeesAndCustomerAgreementsTitle,Preus && Acords del client:
ScotApp_1364,Micr
ScotApp_1344,Gestor de seguretat carregat.
ScotApp_1354,Recolliu la targeta regal
ScotApp_1324,El pes es manté a\nla balança després de la transacció.
ScotApp_1334,"L'article no està a la cinta"
HH_SuspendTransactionButtonText,Suspendre trans.
ScotApp_1314,* Obriu la tapa de la impressora i elimineu qualsevol residu de paper.\n* Tanqueu la tapa.\n* Inseriu un nou roll de paper.\n* Introduïu el paper des de la part superior del roll a la impressora.
ApprovalNeededText,Es requereixen autoritzacions:
ScotApp_820,Autoritzeu anul·lar
EnterWeightLeadthru,"Aneu al carril i col·loqueu l'article a la balança."
ScotApp_1394,Error a la interfície digital
ScotApp_508,508unused
ScotApp_878,Introduïu el preu.
ScotApp_608,Configureu comparació de pes
ScotApp_876,"Introduïu l'ID del caixer en cap i toqueu «Entrar»."
ScotApp_875,ID del caixer en cap per cancel·lar la compra
ScotApp_874,Introduïu el D.L. o I.D. núm. i toqueu «Entrar».
ScotApp_873,D.L. / I.D. Entrada número:
NoKeep,"No, conservar."
ScotApp_665,Seleccioneu «Cancel·lar tot» o «Enrere» per continuar.
ScotApp_870,Alertes:
ScotApp_395,Articles restringits no autoritzats
XM_ChangeInCount,Canvi en el recompte
ScotApp_798,798unused
ScotApp_341,341unused
XM_CassetteMissing,Bill Cassette is not in the unit. Put Bill Cassette back into the unit.
XM_EmptyNoteCassetteLT,Retirar els bitllets del caixetí de bitllets i la cubeta de bitllets defectuosos
XM_RAP_NegativeAlert,"S'ha trobat un número negatiu. Aneu al carril i comproveu el dispositiu."
SearchKeyInItem,Cercar o introduir un article
ScotApp_557,Articles amb restricció de quantitat
ScotApp_342,Teclegeu la descripció
HH_TransactionCancelLeadThru,Transacció cancel·lada. Retireu els articles del punt de venda.
ScotApp_1160,"Comproveu que el cable estigui connectat a la part posterior del PinPad.\n\nSi el cable està ben ajustat, toqueu «He solucionat el problema».\n\nSi continua l'error, apagueu i reinicieu el terminal."
ScotApp_1170,"* Obriu la tapa de la impressora i comproveu si hi ha un encallament de paper a la zona indicada.\n* Retireu el paper.\n* Tanqueu la tapa de la impressora i torneu a carregar el paper.\n* Si continua l'error, reinicieu el terminal."
ScotApp_1140,Hi ha un encallament al dispensador de bitllets.
ScotApp_1353,Dipositeu la targeta regal esgotada a la ranura dels cupons.
ScotApp_1120,És possible que hi hagi un encallament de bitllets davant del caixetí de bitllets %s.\n\nRetireu el caixetí %s i comproveu si hi ha un encallament de bitllets en aquesta zona.\n\nRetireu els bitllets encallats si és possible i torneu a col·locar el caixetí de bitllets.
ScotApp_1130,Error al receptor de bitllets.
ScotApp_1100,%s
ScotApp_1110,Qty %s @ %s/each\t%s
ScotApp_788,Aniversari vàlid:%s
ScotApp_789,Passeu la targeta.\nComproveu si hi ha més articles al cistell.
ScotApp_854,Cinc articles
ScotApp_380,380unused
ScotApp_1180,CAP COINCIDÈNCIA DE PREU
ScotApp_1190,CUPÓ INTRODUÏT
MinMaxFastLaneBtnSecondaryShowConfirmation,"Per maximitzar SelfServ Checkout, toqueu el botó «Maximitzar SelfServ Checkout»."
ScotApp_969,969unused
XM_CoinHopperEmpty,"S'ha de buidar la tremuja de les monedes per poder posar a zero els recomptes de monedes. Buideu totes les cubetes de la tremuges de monedes abans de tocar «Aplicar els canvis»."
Due,Degut:{0}
ScotApp_1369,Div.
ScotApp_1379,preu unitari
ScotApp_1842,Assistència completa
ScotApp_1359,Impressora de rebuts
ScotApp_1822,"Podeu veure el pes de l'article a la part inferior esquerra de la pantalla"
ScotApp_1832,Exc_DEPT
ScotApp_1802,Accepta Només targetes
ScotApp_1812,Les monedes estan encallades o les cubetes de les monedes estan plenes o no hi són.
ScotApp_991,"Comprovació d'edat"
ConfirmSuspendNowButtonText,Confirmar suspensió \nara
ScotApp_500,500unused
XM_POSRejectedLoanPickUp,El TPV ha rebutjat la càrrega/recollida:  %s / %d  rebutjat.\n
ScotApp_1389,Error en el dispositiu de captura de signatures
ScotApp_1399,Assistent
ScotApp_1774,EL CUPÓ ÉS MASSA ELEVAT
ScotApp_1724,TRANSACCIÓ EN MODE DE FORMACIÓ
ScotApp_1734,He portat la meva bossa
ScotApp_1704,"Toqueu «He solucionat el problema».\n\n* Si continua l'error, reinicieu el terminal:\nPoseu el dispositiu de bloqueig de supervisor en la posició 'S' -O premeu el botó de Supervisor.\n* Seleccioneu «Apagar tot el sistema».\n* Si la pantalla es queda en blanc, apagueu el terminal des del SAI o la base múltiple.\n* Engegueu el terminal.Si l'error es repeteix, poseu-vos en contacte amb el servei tècnic."
ScotApp_1714,DECLINACIÓ DE LA SUSPENSIÓ AUTORITZADA
HH_ContinueTransLeadthru,Voleu continuar amb la compra?
VolumeConfirm,Esteu segur que voleu ajustar el control de volum?
ScotApp_888,"Article inesperat a la zona d'embossar.  Retireu l'article."
ScotApp_964,"Retireu l'article i toqueu «Eliminar protecció» o toqueu «Autoritzar i actualitzar pes»."
ScotApp_1784,ARTICLE MULTIPACK
ScotApp_583,Targeta rebutjada.
ScotApp_580,"S'ha intentat anul·lar el producte abans que s'anul·lés el cupó."
ScotApp_581,"S'ha rebutjat la suspensió de la transacció"
ScotApp_586,Cupons: %0.0ld/$%0.2lf
ScotApp_587,Signatura
ScotApp_584,EBT rebutjada.
ScotApp_50,50unused
ScotApp_40,"Autorització de l'establiment"
ScotApp_30,Articles anul·lats
ScotApp_20,20unused
ScotApp_10,10unused
ScotApp_617,"Seleccioneu una configuració de comparació de pes. (Compara el pes de l'article amb entrades existents.)"
ScotApp_1165,"Estireu amb cura la impressora fins que encaixi a la seva posició.\n\nTanqueu i bloquegeu la porta de l'armari de la impressora."
HH_EnterPriceLeadthru,"Introduïu el preu de l'article i toqueu «Entrar»."
ScotApp_1145,Error al receptor de monedes
ScotApp_1155,El dispositiu està fora de línia.
ScotApp_1125,"Reompliu tots els canals de monedes fins al nivell màxim al carregador de monedes.\n\nAccediu a l'Store Mode, seleccioneu «Estat de monedes/bitllets» i toqueu el botó de «Dispensador de monedes reomplert»."
ScotApp_1135,Error al dispensador de bitllets.
ScotApp_1105,e=d=0.005kg Màx. 13.995kg mín. 0.1kg Nmax 2799
ScotApp_1115,"PRESENTACIÓ D'INFORMES FORA DE LÍNIA"
ScotApp_966,966unused
ScotApp_1185,"S'HA SUPERAT EL LÍMIT DE BOSSES / CAIXES"
ScotApp_1195,CSA SUSPESA
LaunchPadNet_ReEnterIDLeadthru,ID o contrasenya incorrectes. Torneu-ho a intentar utilitzant el teclat que hi ha a sota.
ScotApp_681,Seleccioneu des de Preferits
ScotApp_680,680unused
ScotApp_683,683unused
ScotApp_682,682unused
ScotApp_343,343unused
ScotApp_684,Avui
ScotApp_687,Imprimir informe
ScotApp_686,Ahir
ScotApp_689,Vendes:      %d
NCRCorp,NCR Corp
ScotApp_1861,LLISTA DE SELECCIÓ
ScotApp_1871,%s %s observat
ScotApp_1841,"Aneu al carril per obtenir l'autorització"
ScotApp_1851,No autoritzeu
ScotApp_1821,Accepteu pes
ScotApp_1831,Int
ScotApp_1801,Mode de funcionament
